"Spcode","Species","Site","Plot","Block","Trt","Subplot","Year","max.cover"
187,"Oxalis_stricta","HYS",25,9,"int","B",2020,0
187,"Oxalis_stricta","KNZ",24,8,"chr","D",2019,1
187,"Oxalis_stricta","HYS",22,8,"con","A",2021,2
187,"Oxalis_stricta","KNZ",5,2,"int","C",2016,0
187,"Oxalis_stricta","HYS",30,10,"int","C",2020,0
187,"Oxalis_stricta","HYS",26,9,"con","A",2013,1
187,"Oxalis_stricta","HYS",17,6,"con","C",2013,0
187,"Oxalis_stricta","HYS",23,8,"chr","B",2021,1
187,"Oxalis_stricta","KNZ",12,4,"con","C",2017,0
187,"Oxalis_stricta","KNZ",1,1,"int","B",2018,2
187,"Oxalis_stricta","KNZ",27,9,"con","A",2020,0
187,"Oxalis_stricta","HYS",29,10,"con","C",2012,1
187,"Oxalis_stricta","HYS",1,1,"chr","D",2015,1
187,"Oxalis_stricta","KNZ",1,1,"int","B",2019,1
187,"Oxalis_stricta","HYS",1,1,"chr","A",2013,0
187,"Oxalis_stricta","HYS",23,8,"chr","D",2019,1
187,"Oxalis_stricta","KNZ",2,1,"chr","B",2020,1
187,"Oxalis_stricta","KNZ",16,6,"con","D",2015,0
187,"Oxalis_stricta","HYS",30,10,"int","C",2021,1
187,"Oxalis_stricta","HYS",25,9,"int","C",2019,1
187,"Oxalis_stricta","KNZ",14,5,"con","A",2013,1
187,"Oxalis_stricta","HYS",27,9,"chr","B",2014,1
187,"Oxalis_stricta","HYS",17,6,"con","C",2020,0
187,"Oxalis_stricta","KNZ",7,3,"chr","A",2016,0
187,"Oxalis_stricta","HYS",30,10,"int","B",2021,1
187,"Oxalis_stricta","HYS",29,10,"con","A",2020,1
187,"Oxalis_stricta","HYS",23,8,"chr","B",2012,6
187,"Oxalis_stricta","HYS",29,10,"con","B",2019,0
187,"Oxalis_stricta","KNZ",6,2,"chr","C",2020,0
187,"Oxalis_stricta","KNZ",2,1,"chr","B",2016,1
187,"Oxalis_stricta","KNZ",2,1,"chr","B",2021,0
187,"Oxalis_stricta","HYS",2,1,"int","D",2013,0
187,"Oxalis_stricta","KNZ",8,3,"int","B",2020,1
187,"Oxalis_stricta","KNZ",3,1,"con","A",2014,1
187,"Oxalis_stricta","HYS",27,9,"chr","A",2014,0
187,"Oxalis_stricta","HYS",30,10,"int","B",2015,1
187,"Oxalis_stricta","KNZ",2,1,"chr","C",2019,1
187,"Oxalis_stricta","HYS",17,6,"con","C",2021,0
187,"Oxalis_stricta","HYS",5,2,"chr","B",2012,1
187,"Oxalis_stricta","KNZ",4,2,"con","D",2019,1
187,"Oxalis_stricta","HYS",27,9,"chr","C",2013,2
187,"Oxalis_stricta","KNZ",3,1,"con","B",2014,0
187,"Oxalis_stricta","HYS",29,10,"con","A",2012,0
187,"Oxalis_stricta","HYS",2,1,"int","D",2012,0
187,"Oxalis_stricta","KNZ",1,1,"int","A",2016,1
187,"Oxalis_stricta","HYS",9,3,"int","D",2018,0
187,"Oxalis_stricta","HYS",1,1,"chr","B",2020,0
187,"Oxalis_stricta","HYS",8,3,"chr","D",2020,2
187,"Oxalis_stricta","KNZ",24,8,"chr","D",2021,1
187,"Oxalis_stricta","HYS",28,10,"chr","B",2020,0
187,"Oxalis_stricta","KNZ",1,1,"int","D",2016,0
187,"Oxalis_stricta","HYS",6,2,"con","B",2014,0
187,"Oxalis_stricta","KNZ",1,1,"int","C",2019,1
187,"Oxalis_stricta","KNZ",4,2,"con","A",2020,1
187,"Oxalis_stricta","HYS",20,7,"con","D",2018,0
187,"Oxalis_stricta","HYS",25,9,"int","B",2013,1
187,"Oxalis_stricta","KNZ",20,7,"chr","B",2015,0
187,"Oxalis_stricta","HYS",1,1,"chr","B",2013,1
187,"Oxalis_stricta","HYS",4,2,"int","A",2012,23
187,"Oxalis_stricta","KNZ",3,1,"con","A",2017,1
187,"Oxalis_stricta","KNZ",21,7,"int","B",2019,0
187,"Oxalis_stricta","KNZ",2,1,"chr","D",2021,0
187,"Oxalis_stricta","HYS",23,8,"chr","C",2021,1
187,"Oxalis_stricta","HYS",22,8,"con","B",2015,0
187,"Oxalis_stricta","KNZ",1,1,"int","B",2015,1
187,"Oxalis_stricta","HYS",3,1,"con","D",2014,1
187,"Oxalis_stricta","HYS",17,6,"con","D",2016,0
187,"Oxalis_stricta","KNZ",6,2,"chr","C",2016,0
187,"Oxalis_stricta","HYS",16,6,"int","A",2020,1
187,"Oxalis_stricta","HYS",24,8,"int","D",2017,1
187,"Oxalis_stricta","HYS",17,6,"con","B",2017,1
187,"Oxalis_stricta","HYS",24,8,"int","D",2018,0
187,"Oxalis_stricta","HYS",3,1,"con","C",2014,1
187,"Oxalis_stricta","HYS",2,1,"int","C",2020,0
187,"Oxalis_stricta","KNZ",13,5,"chr","A",2020,0
187,"Oxalis_stricta","KNZ",18,6,"int","A",2021,1
187,"Oxalis_stricta","KNZ",18,6,"int","A",2020,1
187,"Oxalis_stricta","HYS",24,8,"int","A",2016,1
187,"Oxalis_stricta","HYS",29,10,"con","A",2019,1
187,"Oxalis_stricta","HYS",22,8,"con","A",2019,1
187,"Oxalis_stricta","KNZ",4,2,"con","C",2019,0
187,"Oxalis_stricta","KNZ",1,1,"int","A",2013,2
187,"Oxalis_stricta","HYS",26,9,"con","C",2015,0
187,"Oxalis_stricta","HYS",27,9,"chr","A",2016,1
187,"Oxalis_stricta","HYS",22,8,"con","A",2015,0
187,"Oxalis_stricta","HYS",26,9,"con","A",2020,2
187,"Oxalis_stricta","HYS",17,6,"con","B",2012,0
187,"Oxalis_stricta","HYS",25,9,"int","D",2013,1
187,"Oxalis_stricta","KNZ",3,1,"con","A",2015,1
187,"Oxalis_stricta","KNZ",1,1,"int","B",2016,1
187,"Oxalis_stricta","HYS",25,9,"int","B",2017,2
187,"Oxalis_stricta","HYS",1,1,"chr","B",2014,1
187,"Oxalis_stricta","HYS",16,6,"int","C",2018,2
187,"Oxalis_stricta","KNZ",1,1,"int","A",2017,1
187,"Oxalis_stricta","HYS",3,1,"con","C",2013,1
187,"Oxalis_stricta","HYS",9,3,"int","D",2012,1
187,"Oxalis_stricta","HYS",20,7,"con","B",2020,0
187,"Oxalis_stricta","HYS",25,9,"int","B",2014,2
187,"Oxalis_stricta","HYS",9,3,"int","C",2012,1
187,"Oxalis_stricta","KNZ",2,1,"chr","D",2020,1
187,"Oxalis_stricta","KNZ",2,1,"chr","A",2019,0
187,"Oxalis_stricta","HYS",25,9,"int","A",2017,1
187,"Oxalis_stricta","HYS",28,10,"chr","A",2020,0
187,"Oxalis_stricta","HYS",6,2,"con","D",2017,1
187,"Oxalis_stricta","KNZ",22,8,"int","B",2020,1
187,"Oxalis_stricta","HYS",16,6,"int","D",2016,0
187,"Oxalis_stricta","HYS",5,2,"chr","D",2012,0
187,"Oxalis_stricta","KNZ",8,3,"int","A",2019,2
187,"Oxalis_stricta","HYS",23,8,"chr","A",2021,0
187,"Oxalis_stricta","HYS",1,1,"chr","A",2015,0
187,"Oxalis_stricta","KNZ",2,1,"chr","A",2016,0
187,"Oxalis_stricta","HYS",21,7,"chr","C",2012,10
187,"Oxalis_stricta","HYS",9,3,"int","C",2018,0
187,"Oxalis_stricta","KNZ",3,1,"con","A",2016,1
187,"Oxalis_stricta","KNZ",1,1,"int","D",2017,0
187,"Oxalis_stricta","KNZ",7,3,"chr","B",2019,1
187,"Oxalis_stricta","KNZ",2,1,"chr","D",2019,0
187,"Oxalis_stricta","KNZ",1,1,"int","A",2014,1
187,"Oxalis_stricta","KNZ",22,8,"int","B",2015,0
187,"Oxalis_stricta","HYS",5,2,"chr","C",2016,1
187,"Oxalis_stricta","KNZ",2,1,"chr","A",2013,1
187,"Oxalis_stricta","HYS",23,8,"chr","C",2019,1
187,"Oxalis_stricta","HYS",25,9,"int","D",2012,4
187,"Oxalis_stricta","HYS",26,9,"con","A",2014,1
187,"Oxalis_stricta","KNZ",3,1,"con","A",2020,2
187,"Oxalis_stricta","HYS",24,8,"int","B",2012,1
187,"Oxalis_stricta","HYS",20,7,"con","C",2017,0
188,"Oxalis_violacea","KNZ",30,10,"con","C",2015,0
188,"Oxalis_violacea","KNZ",14,5,"con","A",2015,0
188,"Oxalis_violacea","KNZ",20,7,"chr","C",2015,1
188,"Oxalis_violacea","KNZ",30,10,"con","B",2015,1
188,"Oxalis_violacea","KNZ",30,10,"con","D",2015,0
188,"Oxalis_violacea","KNZ",20,7,"chr","D",2015,0
188,"Oxalis_violacea","KNZ",20,7,"chr","B",2015,0
188,"Oxalis_violacea","KNZ",20,7,"chr","A",2015,0
188,"Oxalis_violacea","KNZ",14,5,"con","D",2015,0
188,"Oxalis_violacea","KNZ",30,10,"con","A",2015,0
188,"Oxalis_violacea","KNZ",14,5,"con","B",2015,0
188,"Oxalis_violacea","KNZ",14,5,"con","C",2015,1
190,"Oxytropis_sericea","SGS",4,2,"con","A",2015,0
190,"Oxytropis_sericea","SGS",27,9,"con","B",2015,0
190,"Oxytropis_sericea","SGS",13,5,"con","C",2015,0
190,"Oxytropis_sericea","SGS",4,2,"con","D",2015,0
190,"Oxytropis_sericea","SGS",27,9,"con","A",2015,1
190,"Oxytropis_sericea","SGS",27,9,"con","D",2015,0
190,"Oxytropis_sericea","SGS",13,5,"con","A",2015,0
190,"Oxytropis_sericea","SGS",13,5,"con","D",2015,1
190,"Oxytropis_sericea","SGS",4,2,"con","B",2015,2
190,"Oxytropis_sericea","SGS",13,5,"con","B",2015,0
190,"Oxytropis_sericea","SGS",16,6,"con","A",2015,0
190,"Oxytropis_sericea","SGS",27,9,"con","C",2015,0
190,"Oxytropis_sericea","SGS",16,6,"con","B",2015,1
190,"Oxytropis_sericea","SGS",4,2,"con","C",2015,0
190,"Oxytropis_sericea","SGS",16,6,"con","D",2015,0
190,"Oxytropis_sericea","SGS",16,6,"con","C",2015,0
191,"Oxytropis_lambertii","CHY",17,6,"chr","C",2017,0
191,"Oxytropis_lambertii","CHY",17,6,"chr","D",2017,1
191,"Oxytropis_lambertii","CHY",17,6,"chr","A",2017,0
191,"Oxytropis_lambertii","CHY",17,6,"chr","C",2016,0
191,"Oxytropis_lambertii","CHY",1,1,"int","C",2017,0
191,"Oxytropis_lambertii","CHY",17,6,"chr","B",2016,0
191,"Oxytropis_lambertii","CHY",1,1,"int","D",2017,3
191,"Oxytropis_lambertii","CHY",17,6,"chr","A",2016,0
191,"Oxytropis_lambertii","CHY",1,1,"int","B",2017,0
191,"Oxytropis_lambertii","CHY",1,1,"int","A",2017,0
191,"Oxytropis_lambertii","CHY",17,6,"chr","B",2017,0
191,"Oxytropis_lambertii","CHY",17,6,"chr","D",2016,3
194,"Panicum_virgatum","KNZ",4,2,"con","D",2013,0
194,"Panicum_virgatum","KNZ",15,5,"int","C",2016,26
194,"Panicum_virgatum","KNZ",15,5,"int","B",2015,0
194,"Panicum_virgatum","KNZ",24,8,"chr","D",2018,0
194,"Panicum_virgatum","KNZ",4,2,"con","A",2013,0
194,"Panicum_virgatum","KNZ",15,5,"int","C",2017,15
194,"Panicum_virgatum","KNZ",23,8,"con","D",2021,60
194,"Panicum_virgatum","KNZ",23,8,"con","C",2017,2
194,"Panicum_virgatum","KNZ",23,8,"con","B",2019,10
194,"Panicum_virgatum","KNZ",21,7,"int","D",2018,0
194,"Panicum_virgatum","KNZ",15,5,"int","B",2016,0
194,"Panicum_virgatum","KNZ",21,7,"int","D",2013,0
194,"Panicum_virgatum","KNZ",2,1,"chr","D",2018,0
194,"Panicum_virgatum","KNZ",15,5,"int","D",2013,15
194,"Panicum_virgatum","KNZ",15,5,"int","C",2014,16
194,"Panicum_virgatum","KNZ",15,5,"int","D",2020,30
194,"Panicum_virgatum","KNZ",15,5,"int","B",2020,0
194,"Panicum_virgatum","KNZ",22,8,"int","B",2019,6
194,"Panicum_virgatum","KNZ",3,1,"con","C",2014,0
194,"Panicum_virgatum","KNZ",21,7,"int","D",2016,0
194,"Panicum_virgatum","KNZ",22,8,"int","D",2020,0
194,"Panicum_virgatum","KNZ",23,8,"con","C",2018,1
194,"Panicum_virgatum","KNZ",23,8,"con","C",2019,4
194,"Panicum_virgatum","KNZ",3,1,"con","D",2013,0
194,"Panicum_virgatum","KNZ",15,5,"int","C",2013,22
194,"Panicum_virgatum","KNZ",21,7,"int","B",2019,7
194,"Panicum_virgatum","KNZ",15,5,"int","B",2019,0
194,"Panicum_virgatum","KNZ",24,8,"chr","A",2018,0
194,"Panicum_virgatum","KNZ",15,5,"int","B",2021,0
194,"Panicum_virgatum","KNZ",21,7,"int","C",2014,0
194,"Panicum_virgatum","KNZ",23,8,"con","C",2021,28
194,"Panicum_virgatum","KNZ",23,8,"con","D",2014,30
194,"Panicum_virgatum","KNZ",19,7,"con","D",2019,0
194,"Panicum_virgatum","KNZ",23,8,"con","B",2013,2
194,"Panicum_virgatum","KNZ",23,8,"con","A",2021,40
194,"Panicum_virgatum","KNZ",4,2,"con","B",2013,2
194,"Panicum_virgatum","KNZ",22,8,"int","C",2021,0
194,"Panicum_virgatum","KNZ",23,8,"con","B",2014,1
194,"Panicum_virgatum","KNZ",21,7,"int","A",2021,0
194,"Panicum_virgatum","KNZ",12,4,"con","B",2018,0
194,"Panicum_virgatum","KNZ",22,8,"int","A",2021,0
194,"Panicum_virgatum","KNZ",23,8,"con","A",2019,25
194,"Panicum_virgatum","KNZ",15,5,"int","A",2016,0
194,"Panicum_virgatum","KNZ",22,8,"int","B",2020,14
194,"Panicum_virgatum","KNZ",19,7,"con","C",2019,0
194,"Panicum_virgatum","KNZ",21,7,"int","C",2021,30
194,"Panicum_virgatum","KNZ",15,5,"int","C",2021,50
194,"Panicum_virgatum","KNZ",3,1,"con","C",2018,3
194,"Panicum_virgatum","KNZ",23,8,"con","B",2017,4
194,"Panicum_virgatum","KNZ",23,8,"con","A",2017,35
194,"Panicum_virgatum","KNZ",1,1,"int","A",2019,0
194,"Panicum_virgatum","KNZ",23,8,"con","B",2018,0
194,"Panicum_virgatum","KNZ",23,8,"con","C",2013,0
194,"Panicum_virgatum","KNZ",2,1,"chr","B",2018,0
194,"Panicum_virgatum","KNZ",3,1,"con","D",2016,0
194,"Panicum_virgatum","KNZ",23,8,"con","C",2020,15
194,"Panicum_virgatum","KNZ",21,7,"int","C",2020,60
194,"Panicum_virgatum","KNZ",22,8,"int","A",2018,0
194,"Panicum_virgatum","KNZ",15,5,"int","D",2016,23
194,"Panicum_virgatum","KNZ",23,8,"con","D",2015,30
194,"Panicum_virgatum","KNZ",3,1,"con","B",2013,60
194,"Panicum_virgatum","KNZ",3,1,"con","D",2021,11
194,"Panicum_virgatum","KNZ",21,7,"int","C",2017,25
194,"Panicum_virgatum","KNZ",19,7,"con","C",2016,0
194,"Panicum_virgatum","KNZ",23,8,"con","A",2016,50
194,"Panicum_virgatum","KNZ",22,8,"int","D",2019,0
194,"Panicum_virgatum","KNZ",8,3,"int","C",2019,4
194,"Panicum_virgatum","KNZ",19,7,"con","A",2019,0
194,"Panicum_virgatum","KNZ",23,8,"con","A",2014,15
194,"Panicum_virgatum","KNZ",21,7,"int","A",2020,0
194,"Panicum_virgatum","KNZ",21,7,"int","B",2020,24
194,"Panicum_virgatum","KNZ",15,5,"int","C",2020,25
194,"Panicum_virgatum","KNZ",23,8,"con","C",2015,0
194,"Panicum_virgatum","KNZ",3,1,"con","A",2015,60
194,"Panicum_virgatum","KNZ",21,7,"int","D",2015,0
194,"Panicum_virgatum","KNZ",23,8,"con","B",2016,0
194,"Panicum_virgatum","KNZ",8,3,"int","D",2019,0
194,"Panicum_virgatum","KNZ",23,8,"con","A",2013,15
194,"Panicum_virgatum","KNZ",22,8,"int","B",2018,3
194,"Panicum_virgatum","KNZ",23,8,"con","C",2014,0
194,"Panicum_virgatum","KNZ",21,7,"int","C",2016,6
194,"Panicum_virgatum","KNZ",23,8,"con","D",2017,28
194,"Panicum_virgatum","KNZ",18,6,"int","D",2014,0
194,"Panicum_virgatum","KNZ",3,1,"con","D",2015,0
194,"Panicum_virgatum","KNZ",21,7,"int","A",2016,0
194,"Panicum_virgatum","KNZ",2,1,"chr","C",2018,1
194,"Panicum_virgatum","KNZ",3,1,"con","B",2014,75
194,"Panicum_virgatum","KNZ",3,1,"con","C",2017,2
194,"Panicum_virgatum","KNZ",12,4,"con","C",2018,2
194,"Panicum_virgatum","KNZ",23,8,"con","A",2018,6
194,"Panicum_virgatum","KNZ",3,1,"con","A",2014,40
194,"Panicum_virgatum","KNZ",15,5,"int","D",2014,35
194,"Panicum_virgatum","KNZ",21,7,"int","C",2018,18
194,"Panicum_virgatum","KNZ",22,8,"int","C",2016,0
194,"Panicum_virgatum","KNZ",21,7,"int","D",2019,0
194,"Panicum_virgatum","KNZ",3,1,"con","D",2020,10
194,"Panicum_virgatum","KNZ",12,4,"con","B",2016,0
194,"Panicum_virgatum","KNZ",12,4,"con","A",2016,2
194,"Panicum_virgatum","KNZ",21,7,"int","B",2018,5
194,"Panicum_virgatum","KNZ",15,5,"int","D",2019,5
194,"Panicum_virgatum","KNZ",23,8,"con","B",2021,15
194,"Panicum_virgatum","KNZ",23,8,"con","A",2020,35
194,"Panicum_virgatum","KNZ",15,5,"int","C",2019,11
194,"Panicum_virgatum","KNZ",22,8,"int","D",2016,12
194,"Panicum_virgatum","KNZ",1,1,"int","B",2019,0
194,"Panicum_virgatum","KNZ",21,7,"int","B",2016,5
194,"Panicum_virgatum","KNZ",15,5,"int","C",2015,15
194,"Panicum_virgatum","KNZ",19,7,"con","A",2016,0
194,"Panicum_virgatum","KNZ",15,5,"int","C",2018,13
194,"Panicum_virgatum","KNZ",15,5,"int","A",2013,0
194,"Panicum_virgatum","KNZ",25,9,"int","B",2016,0
194,"Panicum_virgatum","KNZ",23,8,"con","D",2020,65
194,"Panicum_virgatum","KNZ",3,1,"con","C",2013,0
194,"Panicum_virgatum","KNZ",3,1,"con","B",2018,35
194,"Panicum_virgatum","KNZ",23,8,"con","D",2019,30
194,"Panicum_virgatum","KNZ",3,1,"con","C",2020,10
194,"Panicum_virgatum","KNZ",15,5,"int","D",2015,27
194,"Panicum_virgatum","KNZ",21,7,"int","B",2015,6
194,"Panicum_virgatum","KNZ",3,1,"con","C",2015,5
194,"Panicum_virgatum","KNZ",24,8,"chr","C",2018,7
194,"Panicum_virgatum","KNZ",1,1,"int","D",2019,0
194,"Panicum_virgatum","KNZ",22,8,"int","C",2018,0
194,"Panicum_virgatum","KNZ",3,1,"con","C",2019,7
194,"Panicum_virgatum","KNZ",29,10,"int","D",2018,0
194,"Panicum_virgatum","KNZ",23,8,"con","B",2015,0
194,"Panicum_virgatum","KNZ",23,8,"con","D",2016,60
194,"Panicum_virgatum","KNZ",25,9,"int","A",2016,0
194,"Panicum_virgatum","KNZ",3,1,"con","A",2013,21
194,"Panicum_virgatum","KNZ",23,8,"con","A",2015,50
194,"Panicum_virgatum","KNZ",15,5,"int","A",2020,12
194,"Panicum_virgatum","KNZ",1,1,"int","C",2019,5
194,"Panicum_virgatum","KNZ",3,1,"con","A",2019,30
194,"Panicum_virgatum","KNZ",2,1,"chr","A",2018,0
194,"Panicum_virgatum","KNZ",15,5,"int","A",2019,0
194,"Panicum_virgatum","KNZ",3,1,"con","B",2019,63
194,"Panicum_virgatum","KNZ",15,5,"int","A",2021,12
194,"Panicum_virgatum","KNZ",23,8,"con","B",2020,15
194,"Panicum_virgatum","KNZ",15,5,"int","A",2015,5
194,"Panicum_virgatum","KNZ",19,7,"con","B",2021,3
194,"Panicum_virgatum","KNZ",24,8,"chr","B",2019,4
194,"Panicum_virgatum","KNZ",22,8,"int","C",2020,0
194,"Panicum_virgatum","KNZ",21,7,"int","D",2017,0
194,"Panicum_virgatum","KNZ",3,1,"con","A",2021,22
194,"Panicum_virgatum","KNZ",12,4,"con","D",2018,0
194,"Panicum_virgatum","KNZ",3,1,"con","C",2021,11
194,"Panicum_virgatum","KNZ",3,1,"con","B",2021,40
194,"Panicum_virgatum","KNZ",15,5,"int","A",2018,1
194,"Panicum_virgatum","KNZ",3,1,"con","B",2020,30
194,"Panicum_virgatum","KNZ",21,7,"int","A",2017,0
194,"Panicum_virgatum","KNZ",18,6,"int","C",2014,0
194,"Panicum_virgatum","KNZ",15,5,"int","B",2013,0
194,"Panicum_virgatum","KNZ",3,1,"con","D",2017,0
194,"Panicum_virgatum","KNZ",15,5,"int","B",2017,0
194,"Panicum_virgatum","KNZ",3,1,"con","D",2014,0
194,"Panicum_virgatum","KNZ",29,10,"int","A",2018,5
194,"Panicum_virgatum","KNZ",24,8,"chr","A",2019,0
194,"Panicum_virgatum","KNZ",21,7,"int","C",2013,0
194,"Panicum_virgatum","KNZ",29,10,"int","B",2018,2
194,"Panicum_virgatum","KNZ",22,8,"int","A",2019,0
194,"Panicum_virgatum","KNZ",21,7,"int","B",2013,5
194,"Panicum_virgatum","KNZ",25,9,"int","C",2016,0
194,"Panicum_virgatum","KNZ",3,1,"con","A",2020,8
194,"Panicum_virgatum","KNZ",21,7,"int","A",2015,0
194,"Panicum_virgatum","KNZ",15,5,"int","A",2017,2
194,"Panicum_virgatum","KNZ",22,8,"int","A",2016,0
194,"Panicum_virgatum","KNZ",3,1,"con","A",2016,35
194,"Panicum_virgatum","KNZ",21,7,"int","A",2019,0
194,"Panicum_virgatum","KNZ",3,1,"con","C",2016,0
194,"Panicum_virgatum","KNZ",3,1,"con","B",2016,60
194,"Panicum_virgatum","KNZ",19,7,"con","B",2019,4
194,"Panicum_virgatum","KNZ",15,5,"int","D",2021,20
194,"Panicum_virgatum","KNZ",24,8,"chr","C",2019,0
194,"Panicum_virgatum","KNZ",22,8,"int","B",2016,2
194,"Panicum_virgatum","KNZ",3,1,"con","A",2017,45
194,"Panicum_virgatum","KNZ",19,7,"con","D",2021,0
194,"Panicum_virgatum","KNZ",22,8,"int","B",2021,25
194,"Panicum_virgatum","KNZ",24,8,"chr","D",2019,0
194,"Panicum_virgatum","KNZ",4,2,"con","C",2013,0
194,"Panicum_virgatum","KNZ",3,1,"con","D",2018,0
194,"Panicum_virgatum","KNZ",3,1,"con","D",2019,4
194,"Panicum_virgatum","KNZ",8,3,"int","A",2019,0
194,"Panicum_virgatum","KNZ",21,7,"int","D",2014,0
194,"Panicum_virgatum","KNZ",10,4,"chr","A",2018,0
194,"Panicum_virgatum","KNZ",22,8,"int","A",2020,0
194,"Panicum_virgatum","KNZ",3,1,"con","B",2017,30
194,"Panicum_virgatum","KNZ",21,7,"int","B",2021,35
194,"Panicum_virgatum","KNZ",15,5,"int","D",2018,3
194,"Panicum_virgatum","KNZ",23,8,"con","D",2013,13
194,"Panicum_virgatum","KNZ",21,7,"int","B",2017,7
194,"Panicum_virgatum","KNZ",18,6,"int","A",2014,0
194,"Panicum_virgatum","KNZ",25,9,"int","D",2016,4
194,"Panicum_virgatum","KNZ",22,8,"int","D",2018,0
194,"Panicum_virgatum","KNZ",21,7,"int","D",2020,0
194,"Panicum_virgatum","KNZ",10,4,"chr","C",2018,0
194,"Panicum_virgatum","KNZ",29,10,"int","C",2018,0
194,"Panicum_virgatum","KNZ",18,6,"int","B",2014,5
194,"Panicum_virgatum","KNZ",8,3,"int","B",2019,0
194,"Panicum_virgatum","KNZ",10,4,"chr","B",2018,1
194,"Panicum_virgatum","KNZ",19,7,"con","D",2016,0
194,"Panicum_virgatum","KNZ",12,4,"con","C",2016,0
194,"Panicum_virgatum","KNZ",15,5,"int","B",2018,0
194,"Panicum_virgatum","KNZ",23,8,"con","D",2018,10
194,"Panicum_virgatum","KNZ",10,4,"chr","D",2018,0
194,"Panicum_virgatum","KNZ",21,7,"int","A",2014,0
194,"Panicum_virgatum","KNZ",21,7,"int","B",2014,3
194,"Panicum_virgatum","KNZ",23,8,"con","C",2016,0
194,"Panicum_virgatum","KNZ",19,7,"con","B",2016,2
194,"Panicum_virgatum","KNZ",3,1,"con","A",2018,20
194,"Panicum_virgatum","KNZ",24,8,"chr","B",2018,0
194,"Panicum_virgatum","KNZ",12,4,"con","A",2018,0
194,"Panicum_virgatum","KNZ",3,1,"con","B",2015,80
194,"Panicum_virgatum","KNZ",21,7,"int","D",2021,0
194,"Panicum_virgatum","KNZ",19,7,"con","A",2021,0
194,"Panicum_virgatum","KNZ",21,7,"int","A",2018,0
194,"Panicum_virgatum","KNZ",22,8,"int","C",2019,0
194,"Panicum_virgatum","KNZ",21,7,"int","C",2019,40
194,"Panicum_virgatum","KNZ",21,7,"int","A",2013,0
194,"Panicum_virgatum","KNZ",12,4,"con","D",2016,0
194,"Panicum_virgatum","KNZ",15,5,"int","B",2014,0
194,"Panicum_virgatum","KNZ",15,5,"int","A",2014,0
194,"Panicum_virgatum","KNZ",21,7,"int","C",2015,0
194,"Panicum_virgatum","KNZ",15,5,"int","D",2017,0
194,"Panicum_virgatum","KNZ",19,7,"con","C",2021,0
194,"Panicum_virgatum","KNZ",22,8,"int","D",2021,0
196,"unk_Eriogonum_Hays","HYS",29,10,"con","D",2017,1
196,"unk_Eriogonum_Hays","HYS",29,10,"con","B",2020,0
196,"unk_Eriogonum_Hays","HYS",29,10,"con","A",2018,2
196,"unk_Eriogonum_Hays","HYS",29,10,"con","C",2017,0
196,"unk_Eriogonum_Hays","HYS",27,9,"chr","B",2021,2
196,"unk_Eriogonum_Hays","HYS",29,10,"con","C",2021,2
196,"unk_Eriogonum_Hays","HYS",29,10,"con","B",2018,0
196,"unk_Eriogonum_Hays","HYS",27,9,"chr","C",2021,0
196,"unk_Eriogonum_Hays","HYS",29,10,"con","A",2017,0
196,"unk_Eriogonum_Hays","HYS",29,10,"con","B",2021,0
196,"unk_Eriogonum_Hays","HYS",29,10,"con","D",2021,5
196,"unk_Eriogonum_Hays","HYS",27,9,"chr","A",2021,0
196,"unk_Eriogonum_Hays","HYS",29,10,"con","C",2018,0
196,"unk_Eriogonum_Hays","HYS",29,10,"con","D",2020,2
196,"unk_Eriogonum_Hays","HYS",29,10,"con","B",2017,0
196,"unk_Eriogonum_Hays","HYS",29,10,"con","D",2018,0
196,"unk_Eriogonum_Hays","HYS",29,10,"con","C",2020,0
196,"unk_Eriogonum_Hays","HYS",27,9,"chr","D",2021,0
196,"unk_Eriogonum_Hays","HYS",29,10,"con","A",2021,2
196,"unk_Eriogonum_Hays","HYS",29,10,"con","A",2020,2
197,"Pascopyrum_smithii","SGS",10,4,"con","B",2012,0
197,"Pascopyrum_smithii","HYS",8,3,"chr","A",2020,1
197,"Pascopyrum_smithii","HYS",26,9,"con","A",2014,22
197,"Pascopyrum_smithii","CHY",18,6,"con","C",2015,37
197,"Pascopyrum_smithii","HYS",7,3,"con","A",2013,60
197,"Pascopyrum_smithii","CHY",10,4,"chr","B",2015,16
197,"Pascopyrum_smithii","SGS",10,4,"con","A",2012,10
197,"Pascopyrum_smithii","CHY",30,10,"chr","B",2017,20
197,"Pascopyrum_smithii","CHY",15,5,"chr","B",2021,0
197,"Pascopyrum_smithii","HYS",14,5,"int","A",2020,10
197,"Pascopyrum_smithii","HYS",30,10,"int","D",2013,75
197,"Pascopyrum_smithii","CHY",7,3,"int","C",2020,16
197,"Pascopyrum_smithii","HYS",25,9,"int","B",2012,48
197,"Pascopyrum_smithii","CHY",28,10,"int","B",2015,56
197,"Pascopyrum_smithii","HYS",14,5,"int","C",2018,10
197,"Pascopyrum_smithii","HYS",13,5,"chr","D",2014,17
197,"Pascopyrum_smithii","HYS",23,8,"chr","A",2017,30
197,"Pascopyrum_smithii","HYS",11,4,"int","B",2020,1
197,"Pascopyrum_smithii","HYS",27,9,"chr","A",2018,12
197,"Pascopyrum_smithii","CHY",14,5,"con","C",2013,18
197,"Pascopyrum_smithii","HYS",10,4,"con","D",2012,43
197,"Pascopyrum_smithii","HYS",3,1,"con","A",2016,14
