"","site","species","resp.ratio.site_D4","resp.ratio.site_D6","resp.ratio.site_PDfull","resp.ratio.site_PDfirst","resp.ratio.site_PDfinal","SE.RII_D4","SE.RII_D6","SE.RII_PDfull","SE.RII_PDfirst","SE.RII_PDfinal","persistence.site","mean.ctrl.cov","percrank","absrank","spatial_rarity","temporal_rarity"
"195","KNZ","Asclepias_stenophylla",0.379310344827586,0.379310344827586,0.0999999999999994,0.0769230769230769,0.142857142857143,0.0640525401560175,0.0640525401560175,0.0660625786163521,0.102028126342064,0.187095039514127,0.777777777777778,0.0749999999999999,0.584415584415584,46,0.415584415584416,0.222222222222222
"196","KNZ","Asclepias_sullivantii",-4.16333634234433e-16,-4.16333634234433e-16,-1,-1,-1,0.499999999999997,0.499999999999997,0,0,0,0.555555555555556,0.025,0.454545454545455,36,0.545454545454545,0.444444444444444
"197","KNZ","Asclepias_syriaca",NA,NA,-1,-1,NA,NA,NA,0,0,NA,0.111111111111111,0.00277777777777778,0.194805194805195,18,0.805194805194805,0.888888888888889
"198","KNZ","Asclepias_tuberosa",-1,-1,-0.809523809523809,-0.692307692307692,-1,0,0,0.0176327389534326,0.0445185277436392,0,0.666666666666667,0.0972222222222223,0.623376623376623,49,0.376623376623377,0.333333333333333
"199","KNZ","Asclepias_verticillata",0.173553719008264,0.173553719008264,0.342105263157895,0.318087318087318,0.383512544802867,0.00551865855791502,0.00551865855791502,0.00748526744966794,0.014907754727365,0.0107040740063472,1,1.17222222222222,0.844155844155844,66,0.155844155844156,0
"200","KNZ","Asclepias_viridiflora",0.333333333333333,0.333333333333333,NA,NA,NA,0.295675130056681,0.295675130056681,NA,NA,NA,0.111111111111111,0.00277777777777779,0.25974025974026,21.5,0.74025974025974,0.888888888888889
"201","KNZ","Asclepias_viridis",-0.9,-0.9,0.11111111111111,-1,0.250000000000001,0.0162889937106917,0.0162889937106917,0.196932704114939,0,0.215956289556962,0.555555555555556,0.063888888888889,0.532467532467532,42,0.467532467532468,0.444444444444444
"202","KNZ","Aster_ericoides",-0.0105263157894734,-0.0105263157894734,0.208275862068966,0.209964412811388,0.207207207207207,0.0237892528072555,0.0237892528072555,0.0166165050864647,0.0450311735873616,0.0261389493584953,1,0.969444444444444,0.818181818181818,64,0.181818181818182,0
"203","KNZ","Aster_oblongifolius",1,1,0.964125560538116,0.826086956521739,1,0,0,0.000654575722699192,0.017389983525455,0,0.222222222222222,0.0138888888888889,0.415584415584416,33,0.584415584415584,0.777777777777778
"204","KNZ","Baptisia_bracteata",0.48051948051948,0.48051948051948,0.61849710982659,0.628571428571429,0.611650485436893,0.0519101891153402,0.0519101891153402,0.0330436479341725,0.0643439874735737,0.0638458964948855,1,0.152777777777778,0.662337662337662,52,0.337662337662338,0
"205","KNZ","Bouteloua_curtipendula",-0.131313131313131,-0.131313131313131,0.293051359516616,0.265536723163842,0.324675324675324,0.0250059249133392,0.0250059249133392,0.0348882101626041,0.0682347824318384,0.0687789936810908,1,1.11388888888889,0.831168831168831,65,0.168831168831169,0
"206","KNZ","Bouteloua_dactyloides",1,1,NA,NA,NA,0,0,NA,NA,NA,0,0,0,8,1,1
"207","KNZ","Bouteloua_gracilis",-1,-1,-0.599999999999999,-0.428571428571428,-1,0,0,0.120271698113207,0.208352005229888,0,1,0.1,0.636363636363636,50,0.363636363636364,0
"208","KNZ","Bouteloua_hirsuta",1,1,NA,NA,NA,0,0,NA,NA,NA,0,0,0,8,1,1
"209","KNZ","Carex_brevior",-0.022222222222222,-0.022222222222222,0.0796460176991152,0.0442477876106192,0.115044247787611,0.0168630100297259,0.0168630100297259,0.0198122087495869,0.0391157381162257,0.0410922802246475,1,0.619444444444444,0.766233766233766,60,0.233766233766234,0
"210","KNZ","Carex_gravida",6.93889390390721e-17,6.93889390390721e-17,1,1,1,0.499999999999997,0.499999999999997,0,0,0,0.111111111111111,0.00277777777777778,0.194805194805195,18,0.805194805194805,0.888888888888889
"211","KNZ","Carex_heliophyla",0.199570815450644,0.199570815450644,0.28,0.31239092495637,0.218543046357616,0.0032188517297879,0.0032188517297879,0.00395098551251444,0.00678318562247576,0.00690212332240679,1,4.46111111111111,0.909090909090909,71,0.0909090909090909,0
"212","KNZ","Carex_meadii",-0.0308747855917667,-0.0308747855917667,-0.128651973347002,-0.0902255639097745,-0.155247181266262,0.00200923229587347,0.00200923229587347,0.00144699787871385,0.00477955304626311,0.00157338738416086,1,11.2333333333333,0.961038961038961,75,0.038961038961039,0
"213","KNZ","Cirsium_sp",NA,NA,0,-1,1,NA,NA,0.499999999999997,0,0,0.111111111111111,0.00277777777777778,0.194805194805195,18,0.805194805194805,0.888888888888889
"214","KNZ","Cyperus_lupulinus",0.0909090909090909,0.0909090909090909,0.0666666666666669,-0.428571428571428,0.499999999999999,0.0876319150279712,0.0876319150279712,0.135547418277816,0.154366060554938,0.194224683544304,0.777777777777778,0.0361111111111111,0.48051948051948,38,0.519480519480519,0.222222222222222
"215","KNZ","Dalea_candida",0.272727272727272,0.272727272727272,0.230769230769231,0.263157894736842,0.2,0.0814323866079533,0.0814323866079533,0.0703406988134875,0.116855759959415,0.16753417721519,0.888888888888889,0.0666666666666667,0.545454545454545,43,0.454545454545455,0.111111111111111
"216","KNZ","Dalea_purpurea",0.692307692307692,0.692307692307692,0.8,0.741935483870967,1,0.0319845045328338,0.0319845045328338,0.0271144654088049,0.0477485732610112,0,0.555555555555556,0.0277777777777778,0.467532467532468,37,0.532467532467533,0.444444444444444
"217","KNZ","Desmodium_illinoense",NA,NA,1,NA,1,NA,NA,0,NA,0,0,0,0,8,1,1
"218","KNZ","Dicanthelium_acuminatum",-0.703703703703703,-0.703703703703703,-0.9,-1,-0.5,0.0413103478629168,0.0413103478629168,0.0108047169811322,0,0.281250000000001,0.888888888888889,0.122222222222222,0.649350649350649,51,0.350649350649351,0.111111111111111
"219","KNZ","Dicanthelium_oligosanthes",-0.155615696887686,-0.155615696887686,-0.147180192572215,-0.181318681318681,-0.112947658402204,0.0025298466078861,0.0025298466078861,0.00296236951885778,0.00541737973478119,0.00637362755487386,1,2.69166666666667,0.87012987012987,68,0.12987012987013,0
"220","KNZ","Eleocharis_sp.",-1,-1,-1,-1,-1,0,0,0,0,0,0.777777777777778,0.194444444444445,0.688311688311688,54,0.311688311688312,0.222222222222222
"221","KNZ","Eragrostis_spectabilis",-0.570469798657717,-0.570469798657717,-0.542857142857142,-0.862068965517241,-0.45945945945946,0.0266628091502151,0.0266628091502151,0.0436458477730716,0.0189170154006968,0.0656257347615051,1,0.858333333333333,0.805194805194805,63,0.194805194805195,0
"222","KNZ","Erigeron_strigosus",-1.38777878078144e-16,-1.38777878078144e-16,-0.454545454545455,-0.111111111111111,-0.692307692307692,0.499999999999997,0.499999999999997,0.0516306624070681,0.104954670772246,0.0547298498129034,0.444444444444444,0.0472222222222221,0.519480519480519,41,0.480519480519481,0.555555555555556
"223","KNZ","Euphorbia_marginata",-1,-1,-1,-1,NA,0,0,0,0,NA,0.444444444444444,0.0166666666666667,0.428571428571429,34,0.571428571428571,0.555555555555556
"224","KNZ","Euphorbia_sp.",-0.311827956989248,-0.311827956989248,0.0718232044198897,0.0307692307692307,0.176470588235294,0.00493199891022712,0.00493199891022712,0.00667036084944804,0.0101446502910271,0.0132966382491439,1,0.647222222222222,0.792207792207792,62,0.207792207792208,0
"225","KNZ","Juncus_interior",1,1,1,1,NA,0,0,0,0,NA,0,0,0,8,1,1
"226","KNZ","Koeleria_macrantha",-0.0980392156862742,-0.0980392156862742,0.365853658536585,0.417721518987342,-1,0.0383760713802868,0.0383760713802868,0.029722303402929,0.0274954102328106,0,0.888888888888889,0.197222222222222,0.701298701298701,55,0.298701298701299,0.111111111111111
"227","KNZ","Kuhnia_eupatoroides",1,1,1,1,1,0,0,0,0,0,0,0,0,8,1,1
"228","KNZ","Lactuca_serriola",NA,NA,-0.333333333333333,-1,0,NA,NA,0.295675130056681,0,0.499999999999998,0.222222222222222,0.00555555555555557,0.324675324675325,26.5,0.675324675324675,0.777777777777778
"229","KNZ","Lepidium_densiflorum",-1,-1,NA,NA,NA,0,0,NA,NA,NA,0.111111111111111,0.00277777777777779,0.25974025974026,21.5,0.74025974025974,0.888888888888889
"230","KNZ","Lespedeza_capitata",-0.15625,-0.15625,-0.773913043478261,-0.737704918032787,-0.814814814814815,0.067234756061866,0.067234756061866,0.0105717776350042,0.0289572967494194,0.0126150326557798,1,0.405555555555556,0.753246753246753,59,0.246753246753247,0
"231","KNZ","Lespedeza_violacea",0.714285714285714,0.714285714285714,NA,NA,NA,0.0696565110449261,0.0696565110449261,NA,NA,NA,0.222222222222222,0.00555555555555557,0.376623376623377,30.5,0.623376623376623,0.777777777777778
"232","KNZ","Liatris_punctata",1,1,1,1,1,0,0,0,0,0,0,0,0,8,1,1
"233","KNZ","Linum_sulcatum",-1,-1,-1,-1,-1,0,0,0,0,0,0.777777777777778,0.0388888888888889,0.493506493506494,39,0.506493506493507,0.222222222222222
"234","KNZ","Medicago_lupulina",1,1,NA,NA,NA,0,0,NA,NA,NA,0,0,0,8,1,1
"235","KNZ","Oenothera_speciosa",NA,NA,1,1,NA,NA,NA,0,0,NA,0,0,0,8,1,1
"236","KNZ","Oxalis_stricta",-0.658536585365853,-0.658536585365853,0.128205128205128,0.222222222222222,0.0476190476190473,0.0144267654606913,0.0144267654606913,0.0250259463346874,0.0477611277996755,0.0510179673924739,0.777777777777778,0.161111111111111,0.675324675324675,53,0.324675324675325,0.222222222222222
"237","KNZ","Oxalis_violacea",-0.333333333333333,-0.333333333333333,NA,NA,NA,0.29567513005668,0.29567513005668,NA,NA,NA,0.111111111111111,0.00555555555555557,0.350649350649351,28.5,0.649350649350649,0.888888888888889
"238","KNZ","Panicum_capillare",NA,NA,1,NA,1,NA,NA,0,NA,0,0,0,0,8,1,1
"239","KNZ","Panicum_virgatum",-1,-1,-0.962043795620438,-0.902621722846442,-1,0,0,0.000609769081510422,0.00435488091614184,0,1,4.23888888888889,0.896103896103896,70,0.103896103896104,0
"240","KNZ","Pascopyrum_smithii",NA,NA,1,1,NA,NA,NA,0,0,NA,0,0,0,8,1,1
"241","KNZ","Physalis_pumila",0.21311475409836,0.21311475409836,0.327272727272727,0.368421052631579,0.283018867924528,0.0232964391583603,0.0232964391583603,0.0196323390977091,0.0390358412950923,0.0403185893599059,1,0.275,0.74025974025974,58,0.25974025974026,0
"242","KNZ","Plantago_rhodosperma",NA,NA,1,1,1,NA,NA,0,0,0,0.111111111111111,0.00277777777777779,0.285714285714286,23,0.714285714285714,0.888888888888889
"243","KNZ","Poa_pratensis",1,1,NA,NA,NA,0,0,NA,NA,NA,0.111111111111111,0.00277777777777779,0.298701298701299,24,0.701298701298701,0.888888888888889
"244","KNZ","Polygala_verticillata",1,1,-1,NA,-1,0,0,0,NA,0,0.111111111111111,0.00555555555555557,0.324675324675325,26.5,0.675324675324675,0.888888888888889
"245","KNZ","Psoralea_tenuiflora",0.413813116656994,0.413813116656994,0.223262032085562,0.159235668789809,0.269585253456221,0.0078490578787471,0.0078490578787471,0.00978882143478663,0.017071247195772,0.0201310958873483,1,3.40833333333333,0.883116883116883,69,0.116883116883117,0
"246","KNZ","Ratibida_columnifera",-1,-1,-0.583333333333333,-0.833333333333333,-0.333333333333333,0,0,0.0711088242002485,0.0392590639162369,0.176277543366151,0.666666666666667,0.0694444444444443,0.571428571428571,45,0.428571428571429,0.333333333333333
"247","KNZ","Rhus_glabra",-1,-1,NA,NA,NA,0,0,NA,NA,NA,0.222222222222222,0.00555555555555557,0.402597402597403,32,0.597402597402597,0.777777777777778
"248","KNZ","Ruellia_humilis",-0.164345403899721,-0.164345403899721,-0.056122448979592,-0.0297872340425535,-0.0955414012738854,0.0101194638580944,0.0101194638580944,0.0117850686021726,0.0255474328285295,0.0145824489964459,1,1.30833333333333,0.857142857142857,67,0.142857142857143,0
"249","KNZ","Salvia_azurea",-1,-1,-1,-1,-1,0,0,0,0,0,1,0.208333333333333,0.714285714285714,56,0.285714285714286,0
"250","KNZ","Schizachyrium_scoparium",-0.334071613141381,-0.334071613141381,-0.408838643371017,-0.434296365330848,-0.38874586244943,0.00414355257407088,0.00414355257407088,0.00393888825562224,0.00871630292278129,0.00712332304881482,1,21.7138888888889,0.974025974025974,76,0.025974025974026,0
"251","KNZ","Schrankia_nutallii",1,1,0.833333333333333,1,0.6,0,0,0.0299882560757824,0,0.156192405063291,0.111111111111111,0.00555555555555557,0.376623376623377,30.5,0.623376623376623,0.888888888888889
"252","KNZ","Senecio_plattensis",1,1,NA,NA,NA,0,0,NA,NA,NA,0,0,0,8,1,1
"253","KNZ","Silene_antirrhina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,8,1,1
"254","KNZ","Sisynchrium_campestre",0.749999999999999,0.749999999999999,0.538461538461538,1,0.428571428571429,0.0662219929245285,0.0662219929245285,0.0342112292370363,0,0.0475188783857641,0.222222222222222,0.0194444444444444,0.441558441558442,35,0.558441558441559,0.777777777777778
"255","KNZ","Solidago_canadensis",-1,-1,-2.77555756156289e-16,-0.333333333333333,0.259259259259259,0,0,0.032669461914745,0.0582744114992458,0.0516732164488341,0.555555555555556,0.0694444444444443,0.558441558441558,44,0.441558441558442,0.444444444444444
"256","KNZ","Solidago_missouriensis",-0.156626506024096,-0.156626506024096,-0.212121212121212,-0.223880597014925,-0.208695652173913,0.0454093831461296,0.0454093831461296,0.030385789260699,0.0722204957911319,0.0434172420966535,1,0.64722222222222,0.779220779220779,61,0.220779220779221,0
"257","KNZ","Sonchus_asper",-1,-1,NA,NA,NA,0,0,NA,NA,NA,0.111111111111111,0.00277777777777778,0.194805194805195,18,0.805194805194805,0.888888888888889
"258","KNZ","Sorghastrum_nutans",-0.146261859582543,-0.146261859582543,-0.11629968967046,-0.26027397260274,-0.0206591244466306,0.000897541222313541,0.000897541222313541,0.00148887314989582,0.00400967325894952,0.00168310658899017,1,34.6527777777778,0.987012987012987,77,0.012987012987013,0
"259","KNZ","Sporobolus_asper",-0.667320517850137,-0.667320517850137,-0.564102564102564,-0.553903345724907,-0.570438799076213,0.00290479233678312,0.00290479233678312,0.00380738015434919,0.00635983522556811,0.00737299277539636,1,9.80833333333333,0.948051948051948,74,0.051948051948052,0
"260","KNZ","Taraxacum_officinale",-1,-1,1,NA,1,0,0,0,NA,0,0.111111111111111,0.00555555555555557,0.350649350649351,28.5,0.649350649350649,0.888888888888889
"261","KNZ","Teucrium_canadense",-1,-1,-1,-1,-1,0,0,0,0,0,0.666666666666667,0.252777777777777,0.727272727272727,57,0.272727272727273,0.333333333333333
"262","KNZ","Tragia_racemosa",NA,NA,-1,NA,-1,NA,NA,0,NA,0,0.111111111111111,0.00277777777777778,0.194805194805195,18,0.805194805194805,0.888888888888889
"263","KNZ","Verbena_stricta",-0.199999999999999,-0.199999999999999,0.0232558139534886,0.357142857142857,-0.6,0.12268679245283,0.12268679245283,0.211039245159322,0.247174008456392,0.0636579465541492,0.888888888888889,0.0805555555555555,0.597402597402597,47,0.402597402597403,0.111111111111111
"264","KNZ","Vernonia_baldwinii",1,1,1,1,1,0,0,0,0,0,0,0,0,8,1,1
"265","SBK","Allionia_incarnata",-0.964783281733746,-0.952722568505233,-0.522076144073768,-0.86306133982524,-0.320910973084886,0.000520587580968722,0.000689387534760624,0.0423010792140857,0.0206853427416465,0.0774793804178809,0.833333333333333,0.262084367245658,0.8125,66,0.1875,0.166666666666667
"266","SBK","Amaranthus_blitoides",NA,NA,-1,NA,-1,NA,NA,0,NA,0,0.0833333333333333,0.000124069478908189,0.275,24,0.725,0.916666666666667
"267","SBK","Aphanostephus_ramosissimus",NA,1,0.328,NA,0.344262295081967,NA,0,0.398203158528001,NA,0.388506555867571,0.0833333333333333,0.000124069478908189,0.3125,26.5,0.6875,0.916666666666667
"268","SBK","Aristida_adscensionis",NA,NA,-0.351105414931112,NA,-0.334928865842308,NA,NA,0.261164493023757,NA,0.266208066781091,0.166666666666667,0.00622828784119105,0.5,41,0.5,0.833333333333333
"269","SBK","Aristida_purpurea",NA,NA,-1,NA,-1,NA,NA,0,NA,0,0.0833333333333333,0.000248138957816378,0.35,29.5,0.65,0.916666666666667
"270","SBK","Astragalus_sp",0.366445916114791,0.424515786680817,0.832490563350189,0.833017077798861,0.822222222222222,0.0226457354683392,0.00749982756063776,0.0149137464050049,0.0257459585296553,0.0185459933796834,0.833333333333333,0.0541687344913152,0.6875,56,0.3125,0.166666666666667
"271","SBK","Bouteloua_barbata",-1,0.499999999999998,0.403907254725598,-0.699570815450644,0.426744507318193,0,0.24204749103943,0.0284889800760635,0.0655040620575357,0.0239102522620649,0.333333333333333,0.10136476426799,0.725,59,0.275,0.666666666666667
"272","SBK","Bouteloua_eriopoda",-0.568206807366684,-0.692177854598046,-0.971834733000056,-0.982380279009612,-0.953026845963396,0.00078430384783054,0.000593259453524044,5.89855433346926e-05,5.03524494832171e-05,0.000307937894101546,1,28.3514143920596,1,81,0,0
"273","SBK","Bouteloua_gracilis",-0.978021978021978,-0.967213114754098,NA,NA,NA,0.000339636591812808,0.000577238583338306,NA,NA,NA,0.0833333333333333,0.0446650124069478,0.675,55,0.325,0.916666666666667
"274","SBK","Chaetopappa_ericoides",-0.103896103896105,0.29966703662597,0.696555979790968,0.621714155285883,0.829291949563531,0.347823660271286,0.116166974579966,0.0377987723675269,0.0785598881206223,0.0388658542612046,0.666666666666667,0.0226302729528536,0.625,51,0.375,0.333333333333333
"275","SBK","Chamaesyce_albomarginata",1,1,0.0310559006211176,-1,1,0,0,0.33871212984148,0,0,0.0833333333333333,0.00161290322580645,0.45,37,0.55,0.916666666666667
"276","SBK","Chamaesyce_lata",0.187945863057537,0.386780973451328,0.690957413376671,0.624029000517867,0.747216167351008,0.04509519833163,0.0117790095788035,0.00961466195756808,0.0235285640283287,0.0146435730917348,1,0.33181141439206,0.8625,70,0.1375,0
"277","SBK","Chamaesyce_revoluta",NA,NA,1,NA,1,NA,NA,0,NA,0,0,0,0,10,1,1
"278","SBK","Chamaesyce_serpyllifolia",-0.579430319250621,-0.2294921875,-0.0241397114104296,0.130412170068912,-0.147780107575896,0.0354414292414416,0.0346603758763743,0.026245627698088,0.0638519938474741,0.036287973645559,0.416666666666667,0.350124069478908,0.875,71,0.125,0.583333333333333
"279","SBK","Chamaesyce_serrula",-0.775765218388169,-0.69143695629389,-0.0461861222444891,-0.015100170791878,-0.0897778105038382,0.0112061083007163,0.0142661074766139,0.0364792123997268,0.0894867931285362,0.0407291207317384,0.833333333333333,0.251017369727047,0.8,65,0.2,0.166666666666667
"280","SBK","Cryptantha_crassisepala",0.463663890991673,0.465595699844241,-0.0408788100384921,1,-0.0267507865430393,0.0210243283819159,0.00725671415519685,0.0575398691854776,0,0.0525786173923102,0.583333333333333,0.236228287841191,0.7875,64,0.2125,0.416666666666667
"281","SBK","Dalea_nana",NA,NA,0.85554600171969,NA,0.860383944153578,NA,NA,0.028823936470982,NA,0.0269766243490927,0.0833333333333333,2.48138957816378e-05,0.25,21,0.75,0.916666666666667
"282","SBK","Dasyochloa_pulchella",-1,0.714285714285713,-0.133095122312198,-0.0232558139534884,-0.117338315096522,0,0.0823312866950613,0.121956487031695,0.499459313367464,0.122632541192648,0.333333333333333,0.0160794044665013,0.6,49,0.4,0.666666666666667
"283","SBK","Descurainia_pinnata",0.306439674315321,0.390191072948094,0.362300400788854,-0.88034188034188,0.451828006438262,0.0737953717603093,0.011778634168005,0.054512989667208,0.0188369035071966,0.0475680559105388,0.583333333333333,0.200049627791563,0.7625,62,0.2375,0.416666666666667
"284","SBK","Dimorphocarpa_wislizeni",NA,NA,1,NA,1,NA,NA,0,NA,0,0,0,0,10,1,1
"285","SBK","Echinocereus_fendleri",1,1,NA,NA,NA,0,0,NA,NA,NA,0,0,0,10,1,1
"286","SBK","Ecinomastus_intertextus",1,1,NA,NA,NA,0,0,NA,NA,NA,0,0,0,10,1,1
"287","SBK","Enneapogon_desvauxii",-0.583333333333332,-0.583333333333331,-0.248446623161708,NA,-0.231167151632719,0.196992044947201,0.197047487582416,0.283261833456324,NA,0.286233871578966,0.25,0.00826302729528536,0.5375,44,0.4625,0.75
"288","SBK","Erigeron_divergens",NA,-1,NA,NA,NA,NA,0,NA,NA,NA,0.0833333333333333,0.000124069478908189,0.3125,26.5,0.6875,0.916666666666667
"289","SBK","Eriogonum_abertianum",1,0.746462264150943,0.963455420507382,0.971352471145309,0.88084599344653,0,0.010425855999424,0.000811303813560752,0.000792714489186766,0.0169239439127332,0.416666666666667,0.0110669975186104,0.575,47,0.425,0.583333333333333
"290","SBK","Eriogonum_rotundifolium",1,0.783511953833471,0.554084855065265,0.555019911968141,0.532258928093377,0,0.0097615723654162,0.0550071763939702,0.0942717531563019,0.0910695011835514,0.416666666666667,0.0796526054590572,0.7,57,0.3,0.583333333333333
"291","SBK","Escobaria_vivipara",1,1,NA,NA,NA,0,0,NA,NA,NA,0,0,0,10,1,1
"292","SBK","Euphorbia_exstipulata",-0.934835198064711,-0.921808008138943,-0.736964157515244,-0.752674794725056,-0.610924661497512,0.00108573307599915,0.00113996241049891,0.0115254797162109,0.0115321152629799,0.0354287523584165,0.75,0.513250620347395,0.925,75,0.075,0.25
"293","SBK","Evolvulus_nuttallianus",NA,NA,-1,NA,-1,NA,NA,0,NA,0,0.0833333333333333,2.48138957816378e-05,0.2375,20,0.7625,0.916666666666667
"294","SBK","Gaillardia_pinnatifida",NA,NA,0.596153846153846,NA,0.607843137254902,NA,NA,0.142049326031345,NA,0.135069801913403,0.0833333333333333,0.000124069478908189,0.275,24,0.725,0.916666666666667
"295","SBK","Gutierrezia_sarothrae",-0.351799119855034,-0.332786212556423,0.486761569194173,0.467733167663276,0.562922952753461,0.101022450346672,0.0185366056431406,0.0478598234559369,0.0566718989079631,0.020204187265183,1,0.660099255583127,0.9375,76,0.0625,0
"296","SBK","Gutierrezia_sphaerocephala",NA,-0.279032258064516,0.676767676767677,1,0.678843837816138,NA,0.0731182138506383,0.0635461980072622,0,0.0628956021987875,0.333333333333333,0.0221588089330025,0.6125,50,0.3875,0.666666666666667
"297","SBK","Hoffmannseggia_drepanocarpa",-0.380697050938338,-0.397471384753498,-0.206252546261552,-0.605021556056917,0.24341580207502,0.0151482807253034,0.00756009400735887,0.0350754227255161,0.0290773778838432,0.0750609341227652,1,0.31833746898263,0.8375,68,0.1625,0
"298","SBK","Hoffmannseggia_glauca",NA,NA,-1,NA,-1,NA,NA,0,NA,0,0.166666666666667,0.000372208436724565,0.375,31,0.625,0.833333333333333
"299","SBK","Hymenopappus_filifolius",1,1,1,NA,1,0,0,0,NA,0,0,0,0,10,1,1
"300","SBK","Ipomopsis_pumila",0.914209115281501,0.710490463215259,-0.159687068568799,NA,-0.141769743101808,0.00410371505330915,0.00813353022383441,0.161695288125245,NA,0.159362024142425,0.416666666666667,0.0116625310173697,0.5875,48,0.4125,0.583333333333333
"301","SBK","Kallstroemia_hirsutissima",NA,NA,-0.925859758820902,-1,1,NA,NA,0.00703093649939251,0,0,0.0833333333333333,0.0095533498759305,0.55,45,0.45,0.916666666666667
"302","SBK","Kallstroemia_parviflora",-0.402675114396339,-0.409939430582697,0.0895402792230031,-0.0374298803997763,0.334002538555346,0.0165690315822681,0.0148862721229943,0.0265996390361233,0.0448755103643778,0.0300992282868884,0.666666666666667,4.10342431761786,0.9875,80,0.0125,0.333333333333333
"303","SBK","Krascheninnikovia_lanata",-1,-0.999585663973483,-1,-1,NA,0,1.90867010746393e-07,0,0,NA,0.75,0.153523573200993,0.75,61,0.25,0.25
"304","SBK","Lappula_occidentalis",1,0.838532803932691,0.907202828104286,1,0.908288432878597,0,0.00746340329977353,0.0107944067198937,0,0.0106377640167413,0.333333333333333,0.0108436724565757,0.5625,46,0.4375,0.666666666666667
"305","SBK","Larrea_tridentata",NA,1,1,NA,1,NA,0,0,NA,0,0,0,0,10,1,1
"306","SBK","Lepidium_densiflorum",1,1,NA,NA,NA,0,0,NA,NA,NA,0,0,0,10,1,1
"307","SBK","Lesquerella_fendleri",-0.824686940966011,0.15126582278481,1,1,1,0.0225239378703997,0.0640408370198097,0,0,0,0.5,0.0332754342431761,0.65,53,0.35,0.5
"308","SBK","Linum_puberulum",-0.364102564102564,-0.0184254606365159,0.663326653306613,NA,0.673469387755102,0.0617909867138172,0.0415838581772092,0.156798740569836,NA,0.149297781484565,0.75,0.0345657568238213,0.6625,54,0.3375,0.25
"309","SBK","Lithospermum_incisum",NA,1,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,10,1,1
"310","SBK","Lotus_plebeius",1,1,NA,NA,NA,0,0,NA,NA,NA,0,0,0,10,1,1
"311","SBK","Lycurus_phleoides",NA,NA,-1,-1,NA,NA,NA,0,0,NA,0.0833333333333333,0.00124069478908188,0.4375,36,0.5625,0.916666666666667
"312","SBK","Machaeranthera_canescens",1,0.996,1,NA,1,0,2.96771528032472e-05,0,NA,0,0.0833333333333333,0.000124069478908189,0.275,24,0.725,0.916666666666667
"313","SBK","Machaeranthera_gracilis",1,1,NA,NA,NA,0,0,NA,NA,NA,0,0,0,10,1,1
"314","SBK","Machaeranthera_pinnatifida",-0.580110497237568,0.0580141000594581,-0.186068313036838,-0.135246429031013,-0.377215189873418,0.0880681070357341,0.0316231510663963,0.0541571690682998,0.0830958396657252,0.0606477013293719,0.833333333333333,0.291761786600496,0.825,67,0.175,0.166666666666667
"315","SBK","Machaeranthera_tanacetifolia",1,0.405797101449277,1,NA,1,0,0.0987042298489588,0,NA,0,0.166666666666667,0.00712158808933001,0.525,43,0.475,0.833333333333333
"316","SBK","Melampodium_leucanthum",NA,0.923076923076923,NA,NA,NA,NA,0.0109414936451808,NA,NA,NA,0.0833333333333333,2.48138957816378e-05,0.2625,22,0.7375,0.916666666666667
"317","SBK","Muhlenbergia_arenacea",NA,NA,-1,-1,NA,NA,NA,0,0,NA,0.0833333333333333,0.00248138957816376,0.475,39,0.525,0.916666666666667
"318","SBK","Muhlenbergia_arenicola",-0.867204791042833,-0.916970868227042,-1,-1,-1,0.00259106531323317,0.000815805612659869,0,0,0,1,0.382903225806452,0.8875,72,0.1125,0
"319","SBK","Munroa_squarrosa",-1,-0.166666666666665,-0.912511858332455,-1,-0.8688,0,0.299923392627992,0.00957658797953061,0,0.0237852835184641,0.333333333333333,0.0035483870967742,0.4875,40,0.5125,0.666666666666667
"320","SBK","Nama_hispidum",0.200000000000001,0.199999999999999,1,NA,1,0.357755974842768,0.358032974910396,0,NA,0,0.0833333333333333,0.000248138957816378,0.35,29.5,0.65,0.916666666666667
"321","SBK","Oenothera_caespitosa",0.380566801619433,0.328881469115191,0.127447063523772,NA,0.14543960558751,0.0416094016909745,0.0323176097596334,0.147989813245274,NA,0.142163921317699,0.583333333333333,0.00660049627791562,0.5125,42,0.4875,0.416666666666667
"322","SBK","Opuntia_macrocenta",NA,0.404761904761904,0.310839913854989,0.32675222112537,0.306194690265487,NA,0.349588295257636,0.103396958329545,0.194820712397677,0.203019165258136,0.416666666666667,0.459057071960296,0.9,73,0.1,0.583333333333333
"323","SBK","Opuntia_phaeacantha",NA,-0.428571428571429,NA,NA,NA,NA,0.333194502290712,NA,NA,NA,0.0833333333333333,0.00062034739454094,0.4125,34,0.5875,0.916666666666667
"324","SBK","Panicum_hirticaule",NA,NA,1,NA,1,NA,NA,0,NA,0,0,0,0,10,1,1
"325","SBK","Phacelia_crenulata",0.675916290900682,0.547128505752719,0.156216231529785,NA,0.174050132694404,0.00613265852605522,0.00381895180229326,0.0347738059132543,NA,0.0286701004688829,0.416666666666667,0.492779156327543,0.9125,74,0.0875,0.583333333333333
"326","SBK","Phemeranthus_longipes",NA,NA,1,1,NA,NA,NA,0,0,NA,0,0,0,10,1,1
