Site,Date,Month,Day,Year,ambient_precip
SGS,4/6/2018,4,6,2018,4.9
SGS,4/7/2018,4,7,2018,0
SGS,4/8/2018,4,8,2018,0
SGS,4/9/2018,4,9,2018,0
SGS,4/10/2018,4,10,2018,0
SGS,4/11/2018,4,11,2018,0
SGS,4/12/2018,4,12,2018,0.4
SGS,4/13/2018,4,13,2018,0
SGS,4/14/2018,4,14,2018,0
SGS,4/15/2018,4,15,2018,0
SGS,4/16/2018,4,16,2018,0
SGS,4/17/2018,4,17,2018,0
SGS,4/18/2018,4,18,2018,0
SGS,4/19/2018,4,19,2018,0
SGS,4/20/2018,4,20,2018,3.5
SGS,4/21/2018,4,21,2018,5.4
SGS,4/22/2018,4,22,2018,0
SGS,4/23/2018,4,23,2018,3.1
SGS,4/24/2018,4,24,2018,0.3
SGS,4/25/2018,4,25,2018,0
SGS,4/26/2018,4,26,2018,0
SGS,4/27/2018,4,27,2018,0
SGS,4/28/2018,4,28,2018,0
SGS,4/29/2018,4,29,2018,0
SGS,4/30/2018,4,30,2018,5.1
SGS,5/1/2018,5,1,2018,8
SGS,5/2/2018,5,2,2018,27.5
SGS,5/3/2018,5,3,2018,9.6
SGS,5/4/2018,5,4,2018,0
SGS,5/5/2018,5,5,2018,0
SGS,5/6/2018,5,6,2018,0
SGS,5/7/2018,5,7,2018,0
SGS,5/8/2018,5,8,2018,0
SGS,5/9/2018,5,9,2018,0
SGS,5/10/2018,5,10,2018,0
SGS,5/11/2018,5,11,2018,4.1
SGS,5/12/2018,5,12,2018,2.8
SGS,5/13/2018,5,13,2018,5.5
SGS,5/14/2018,5,14,2018,1.6
SGS,5/15/2018,5,15,2018,2.9
SGS,5/16/2018,5,16,2018,0
SGS,5/17/2018,5,17,2018,0
SGS,5/18/2018,5,18,2018,5.2
SGS,5/19/2018,5,19,2018,13.3
SGS,5/20/2018,5,20,2018,0
SGS,5/21/2018,5,21,2018,0
SGS,5/22/2018,5,22,2018,15.3
SGS,5/23/2018,5,23,2018,0
SGS,5/24/2018,5,24,2018,0
SGS,5/25/2018,5,25,2018,0
SGS,5/26/2018,5,26,2018,0
SGS,5/27/2018,5,27,2018,3.5
SGS,5/28/2018,5,28,2018,2.6
SGS,5/29/2018,5,29,2018,0
SGS,5/30/2018,5,30,2018,0
SGS,5/31/2018,5,31,2018,0
SGS,6/1/2018,6,1,2018,0
SGS,6/2/2018,6,2,2018,0
SGS,6/3/2018,6,3,2018,0
SGS,6/4/2018,6,4,2018,0
SGS,6/5/2018,6,5,2018,0
SGS,6/6/2018,6,6,2018,0
SGS,6/7/2018,6,7,2018,0
SGS,6/8/2018,6,8,2018,0
SGS,6/9/2018,6,9,2018,0
SGS,6/10/2018,6,10,2018,0
SGS,6/11/2018,6,11,2018,0
SGS,6/12/2018,6,12,2018,0
SGS,6/13/2018,6,13,2018,0
SGS,6/14/2018,6,14,2018,0
SGS,6/15/2018,6,15,2018,0.5
SGS,6/16/2018,6,16,2018,7.8
SGS,6/17/2018,6,17,2018,0.5
SGS,6/18/2018,6,18,2018,9.8
SGS,6/19/2018,6,19,2018,6.9
SGS,6/20/2018,6,20,2018,0
SGS,6/21/2018,6,21,2018,0
SGS,6/22/2018,6,22,2018,0
SGS,6/23/2018,6,23,2018,0
SGS,6/24/2018,6,24,2018,1.5
SGS,6/25/2018,6,25,2018,0
SGS,6/26/2018,6,26,2018,0
SGS,6/27/2018,6,27,2018,0
SGS,6/28/2018,6,28,2018,0
SGS,6/29/2018,6,29,2018,0
SGS,6/30/2018,6,30,2018,6.3
SGS,7/1/2018,7,1,2018,0
SGS,7/2/2018,7,2,2018,0
SGS,7/3/2018,7,3,2018,0
SGS,7/4/2018,7,4,2018,1.5
SGS,7/5/2018,7,5,2018,0
SGS,7/6/2018,7,6,2018,0
SGS,7/7/2018,7,7,2018,0
SGS,7/8/2018,7,8,2018,0
SGS,7/9/2018,7,9,2018,0
SGS,7/10/2018,7,10,2018,0
SGS,7/11/2018,7,11,2018,0
SGS,7/12/2018,7,12,2018,4.9
SGS,7/13/2018,7,13,2018,0
SGS,7/14/2018,7,14,2018,0
SGS,7/15/2018,7,15,2018,3
SGS,7/16/2018,7,16,2018,0
SGS,7/17/2018,7,17,2018,0
SGS,7/18/2018,7,18,2018,0
SGS,7/19/2018,7,19,2018,0
SGS,7/20/2018,7,20,2018,0
SGS,7/21/2018,7,21,2018,0
SGS,7/22/2018,7,22,2018,0
SGS,7/23/2018,7,23,2018,0.5
SGS,7/24/2018,7,24,2018,0
SGS,7/25/2018,7,25,2018,1.6
SGS,7/26/2018,7,26,2018,4.3
SGS,7/27/2018,7,27,2018,0
SGS,7/28/2018,7,28,2018,0.3
SGS,7/29/2018,7,29,2018,0
SGS,7/30/2018,7,30,2018,0
SGS,7/31/2018,7,31,2018,0
SGS,8/1/2018,8,1,2018,0
SGS,8/2/2018,8,2,2018,0
SGS,8/3/2018,8,3,2018,0.3
SGS,8/4/2018,8,4,2018,0
SGS,8/5/2018,8,5,2018,0
SGS,8/6/2018,8,6,2018,0.4
SGS,8/7/2018,8,7,2018,0
SGS,8/8/2018,8,8,2018,0
SGS,8/9/2018,8,9,2018,0
SGS,8/10/2018,8,10,2018,0
SGS,8/11/2018,8,11,2018,0
SGS,8/12/2018,8,12,2018,0
SGS,8/13/2018,8,13,2018,0
SGS,8/14/2018,8,14,2018,0.5
SGS,8/15/2018,8,15,2018,0
SGS,8/16/2018,8,16,2018,0
SGS,8/17/2018,8,17,2018,0
SGS,8/18/2018,8,18,2018,4.1
SGS,8/19/2018,8,19,2018,0
SGS,8/20/2018,8,20,2018,0
SGS,8/21/2018,8,21,2018,1.3
SGS,8/22/2018,8,22,2018,0
SGS,8/23/2018,8,23,2018,0
SGS,8/24/2018,8,24,2018,0
SGS,8/25/2018,8,25,2018,0
SGS,8/26/2018,8,26,2018,0.5
SGS,8/27/2018,8,27,2018,0
SGS,8/28/2018,8,28,2018,0
SGS,8/29/2018,8,29,2018,0
SGS,8/30/2018,8,30,2018,0
SGS,8/31/2018,8,31,2018,0
SGS,9/1/2018,9,1,2018,0
SGS,9/2/2018,9,2,2018,0
SGS,9/3/2018,9,3,2018,0
SGS,9/4/2018,9,4,2018,0
SGS,9/5/2018,9,5,2018,0
SGS,9/6/2018,9,6,2018,0
SGS,9/7/2018,9,7,2018,0
SGS,9/8/2018,9,8,2018,0
SGS,9/9/2018,9,9,2018,0
SGS,9/10/2018,9,10,2018,0
SGS,9/11/2018,9,11,2018,0.4
SGS,9/12/2018,9,12,2018,0
SGS,9/13/2018,9,13,2018,0
SGS,9/14/2018,9,14,2018,0
SGS,9/15/2018,9,15,2018,0
SGS,4/1/2019,4,1,2019,0.5
SGS,4/2/2019,4,2,2019,1.7
SGS,4/3/2019,4,3,2019,0.4
SGS,4/4/2019,4,4,2019,0
SGS,4/5/2019,4,5,2019,0
SGS,4/6/2019,4,6,2019,0
SGS,4/7/2019,4,7,2019,0
SGS,4/8/2019,4,8,2019,0
SGS,4/9/2019,4,9,2019,0
SGS,4/10/2019,4,10,2019,8.5
SGS,4/11/2019,4,11,2019,0
SGS,4/12/2019,4,12,2019,0
SGS,4/13/2019,4,13,2019,0.6
SGS,4/14/2019,4,14,2019,0
SGS,4/15/2019,4,15,2019,0
SGS,4/16/2019,4,16,2019,0
SGS,4/17/2019,4,17,2019,0
SGS,4/18/2019,4,18,2019,0
SGS,4/19/2019,4,19,2019,0
SGS,4/20/2019,4,20,2019,0
SGS,4/21/2019,4,21,2019,0.8
SGS,4/22/2019,4,22,2019,0
SGS,4/23/2019,4,23,2019,0
SGS,4/24/2019,4,24,2019,0
SGS,4/25/2019,4,25,2019,0
SGS,4/26/2019,4,26,2019,0.3
SGS,4/27/2019,4,27,2019,0
SGS,4/28/2019,4,28,2019,3.8
SGS,4/29/2019,4,29,2019,10.6
SGS,4/30/2019,4,30,2019,4.7
SGS,5/1/2019,5,1,2019,2
SGS,5/2/2019,5,2,2019,0
SGS,5/3/2019,5,3,2019,0
SGS,5/4/2019,5,4,2019,0
SGS,5/5/2019,5,5,2019,0
SGS,5/6/2019,5,6,2019,0.3
SGS,5/7/2019,5,7,2019,1.3
SGS,5/8/2019,5,8,2019,0.3
SGS,5/9/2019,5,9,2019,5.9
SGS,5/10/2019,5,10,2019,0
SGS,5/11/2019,5,11,2019,0
SGS,5/12/2019,5,12,2019,0
SGS,5/13/2019,5,13,2019,0
SGS,5/14/2019,5,14,2019,0
SGS,5/15/2019,5,15,2019,0
SGS,5/16/2019,5,16,2019,0
SGS,5/17/2019,5,17,2019,12.6
SGS,5/18/2019,5,18,2019,0
SGS,5/19/2019,5,19,2019,3.9
SGS,5/20/2019,5,20,2019,17.7
SGS,5/21/2019,5,21,2019,8
SGS,5/22/2019,5,22,2019,0
SGS,5/23/2019,5,23,2019,0
SGS,5/24/2019,5,24,2019,0
SGS,5/25/2019,5,25,2019,4.9
SGS,5/26/2019,5,26,2019,0.3
SGS,5/27/2019,5,27,2019,14.9
SGS,5/28/2019,5,28,2019,12.1
SGS,5/29/2019,5,29,2019,0
SGS,5/30/2019,5,30,2019,0
SGS,5/31/2019,5,31,2019,1.3
SGS,6/1/2019,6,1,2019,0
SGS,6/2/2019,6,2,2019,0
SGS,6/3/2019,6,3,2019,20.1
SGS,6/4/2019,6,4,2019,0
SGS,6/5/2019,6,5,2019,0.6
SGS,6/6/2019,6,6,2019,0
SGS,6/7/2019,6,7,2019,0
SGS,6/8/2019,6,8,2019,0.9
SGS,6/9/2019,6,9,2019,0
SGS,6/10/2019,6,10,2019,0
SGS,6/11/2019,6,11,2019,0.6
SGS,6/12/2019,6,12,2019,0
SGS,6/13/2019,6,13,2019,0
SGS,6/14/2019,6,14,2019,4.9
SGS,6/15/2019,6,15,2019,0
SGS,6/16/2019,6,16,2019,1.5
SGS,6/17/2019,6,17,2019,4.3
SGS,6/18/2019,6,18,2019,4.2
SGS,6/19/2019,6,19,2019,0
SGS,6/20/2019,6,20,2019,2.9
SGS,6/21/2019,6,21,2019,4
SGS,6/22/2019,6,22,2019,5.4
SGS,6/23/2019,6,23,2019,1.7
SGS,6/24/2019,6,24,2019,0
SGS,6/25/2019,6,25,2019,0
SGS,6/26/2019,6,26,2019,0
SGS,6/27/2019,6,27,2019,0
SGS,6/28/2019,6,28,2019,0
SGS,6/29/2019,6,29,2019,0.9
SGS,6/30/2019,6,30,2019,0
SGS,7/1/2019,7,1,2019,18.7
SGS,7/2/2019,7,2,2019,2.3
SGS,7/3/2019,7,3,2019,0
SGS,7/4/2019,7,4,2019,0
SGS,7/5/2019,7,5,2019,6.9
SGS,7/6/2019,7,6,2019,0
SGS,7/7/2019,7,7,2019,0
SGS,7/8/2019,7,8,2019,0.3
SGS,7/9/2019,7,9,2019,0
SGS,7/10/2019,7,10,2019,0
SGS,7/11/2019,7,11,2019,0
SGS,7/12/2019,7,12,2019,0
SGS,7/13/2019,7,13,2019,0
SGS,7/14/2019,7,14,2019,0
SGS,7/15/2019,7,15,2019,0
SGS,7/16/2019,7,16,2019,0
SGS,7/17/2019,7,17,2019,0.5
SGS,7/18/2019,7,18,2019,0
SGS,7/19/2019,7,19,2019,0
SGS,7/20/2019,7,20,2019,0
SGS,7/21/2019,7,21,2019,0
SGS,7/22/2019,7,22,2019,0
SGS,7/23/2019,7,23,2019,0
SGS,7/24/2019,7,24,2019,0
SGS,7/25/2019,7,25,2019,0
SGS,7/26/2019,7,26,2019,0
SGS,7/27/2019,7,27,2019,0
SGS,7/28/2019,7,28,2019,0
SGS,7/29/2019,7,29,2019,0
SGS,7/30/2019,7,30,2019,0
SGS,7/31/2019,7,31,2019,2.2
SGS,8/1/2019,8,1,2019,0.3
SGS,8/2/2019,8,2,2019,0
SGS,8/3/2019,8,3,2019,0
SGS,8/4/2019,8,4,2019,0
SGS,8/5/2019,8,5,2019,0.8
SGS,8/6/2019,8,6,2019,0
SGS,8/7/2019,8,7,2019,0
SGS,8/8/2019,8,8,2019,0
SGS,8/9/2019,8,9,2019,0
SGS,8/10/2019,8,10,2019,0
SGS,8/11/2019,8,11,2019,0
SGS,8/12/2019,8,12,2019,0
SGS,8/13/2019,8,13,2019,0
SGS,8/14/2019,8,14,2019,0
SGS,8/15/2019,8,15,2019,0.3
SGS,8/16/2019,8,16,2019,0
SGS,8/17/2019,8,17,2019,0
SGS,8/18/2019,8,18,2019,0
SGS,8/19/2019,8,19,2019,0
SGS,8/20/2019,8,20,2019,0.5
SGS,8/21/2019,8,21,2019,0
SGS,8/22/2019,8,22,2019,0
SGS,8/23/2019,8,23,2019,0
SGS,8/24/2019,8,24,2019,0
SGS,8/25/2019,8,25,2019,0
SGS,8/26/2019,8,26,2019,0
SGS,8/27/2019,8,27,2019,0
SGS,8/28/2019,8,28,2019,0
SGS,8/29/2019,8,29,2019,0
SGS,8/30/2019,8,30,2019,0.3
SGS,8/31/2019,8,31,2019,18
SGS,9/1/2019,9,1,2019,0
SGS,9/2/2019,9,2,2019,0
SGS,9/3/2019,9,3,2019,0
SGS,9/4/2019,9,4,2019,0
SGS,9/5/2019,9,5,2019,0.6
SGS,9/6/2019,9,6,2019,0.6
SGS,9/7/2019,9,7,2019,0
SGS,9/8/2019,9,8,2019,6.7
SGS,9/9/2019,9,9,2019,0
SGS,9/10/2019,9,10,2019,0.8
SGS,9/11/2019,9,11,2019,1.3
SGS,9/12/2019,9,12,2019,0
SGS,9/13/2019,9,13,2019,0
SGS,9/14/2019,9,14,2019,0
SGS,9/15/2019,9,15,2019,0
SGS,4/1/2020,4,1,2020,0
SGS,4/2/2020,4,2,2020,0.6
SGS,4/3/2020,4,3,2020,0
SGS,4/4/2020,4,4,2020,0
SGS,4/5/2020,4,5,2020,0
SGS,4/6/2020,4,6,2020,0
SGS,4/7/2020,4,7,2020,0
SGS,4/8/2020,4,8,2020,0
SGS,4/9/2020,4,9,2020,0
SGS,4/10/2020,4,10,2020,0
SGS,4/11/2020,4,11,2020,0.7
SGS,4/12/2020,4,12,2020,1
SGS,4/13/2020,4,13,2020,1.8
SGS,4/14/2020,4,14,2020,0
SGS,4/15/2020,4,15,2020,3.2
SGS,4/16/2020,4,16,2020,11.2
SGS,4/17/2020,4,17,2020,0
SGS,4/18/2020,4,18,2020,0
SGS,4/19/2020,4,19,2020,0
SGS,4/20/2020,4,20,2020,0
SGS,4/21/2020,4,21,2020,0
SGS,4/22/2020,4,22,2020,0
SGS,4/23/2020,4,23,2020,0
SGS,4/24/2020,4,24,2020,1.2
SGS,4/25/2020,4,25,2020,0
SGS,4/26/2020,4,26,2020,0
SGS,4/27/2020,4,27,2020,0
SGS,4/28/2020,4,28,2020,0
SGS,4/29/2020,4,29,2020,0
SGS,4/30/2020,4,30,2020,0
SGS,5/1/2020,5,1,2020,1.1
SGS,5/2/2020,5,2,2020,1.2
SGS,5/3/2020,5,3,2020,3
SGS,5/4/2020,5,4,2020,1.6
SGS,5/5/2020,5,5,2020,0
SGS,5/6/2020,5,6,2020,0
SGS,5/7/2020,5,7,2020,0
SGS,5/8/2020,5,8,2020,0
SGS,5/9/2020,5,9,2020,0
SGS,5/10/2020,5,10,2020,0
SGS,5/11/2020,5,11,2020,7.3
SGS,5/12/2020,5,12,2020,1.5
SGS,5/13/2020,5,13,2020,0
SGS,5/14/2020,5,14,2020,12.9
SGS,5/15/2020,5,15,2020,5.9
SGS,5/16/2020,5,16,2020,0
SGS,5/17/2020,5,17,2020,0
SGS,5/18/2020,5,18,2020,0
SGS,5/19/2020,5,19,2020,0
SGS,5/20/2020,5,20,2020,0.3
SGS,5/21/2020,5,21,2020,0
SGS,5/22/2020,5,22,2020,0
SGS,5/23/2020,5,23,2020,0
SGS,5/24/2020,5,24,2020,11
SGS,5/25/2020,5,25,2020,0
SGS,5/26/2020,5,26,2020,0
SGS,5/27/2020,5,27,2020,0.5
SGS,5/28/2020,5,28,2020,0
SGS,5/29/2020,5,29,2020,0
SGS,5/30/2020,5,30,2020,0
SGS,5/31/2020,5,31,2020,0
SGS,6/1/2020,6,1,2020,0
SGS,6/2/2020,6,2,2020,0
SGS,6/3/2020,6,3,2020,2.1
SGS,6/4/2020,6,4,2020,0.3
SGS,6/5/2020,6,5,2020,0
SGS,6/6/2020,6,6,2020,2
SGS,6/7/2020,6,7,2020,0
SGS,6/8/2020,6,8,2020,6.4
SGS,6/9/2020,6,9,2020,8.4
SGS,6/10/2020,6,10,2020,0
SGS,6/11/2020,6,11,2020,0
SGS,6/12/2020,6,12,2020,0
SGS,6/13/2020,6,13,2020,1.6
SGS,6/14/2020,6,14,2020,0
SGS,6/15/2020,6,15,2020,0
SGS,6/16/2020,6,16,2020,0
SGS,6/17/2020,6,17,2020,0
SGS,6/18/2020,6,18,2020,1.4
SGS,6/19/2020,6,19,2020,2.4
SGS,6/20/2020,6,20,2020,0
SGS,6/21/2020,6,21,2020,2.4
SGS,6/22/2020,6,22,2020,0
SGS,6/23/2020,6,23,2020,0
SGS,6/24/2020,6,24,2020,4.9
SGS,6/25/2020,6,25,2020,1.2
SGS,6/26/2020,6,26,2020,36.2
SGS,6/27/2020,6,27,2020,0
SGS,6/28/2020,6,28,2020,0
SGS,6/29/2020,6,29,2020,0
SGS,6/30/2020,6,30,2020,0
SGS,7/1/2020,7,1,2020,0
SGS,7/2/2020,7,2,2020,0
SGS,7/3/2020,7,3,2020,0
SGS,7/4/2020,7,4,2020,0
SGS,7/5/2020,7,5,2020,0
SGS,7/6/2020,7,6,2020,0
SGS,7/7/2020,7,7,2020,0
SGS,7/8/2020,7,8,2020,0
SGS,7/9/2020,7,9,2020,0
SGS,7/10/2020,7,10,2020,0
SGS,7/11/2020,7,11,2020,0
SGS,7/12/2020,7,12,2020,0
SGS,7/13/2020,7,13,2020,0
SGS,7/14/2020,7,14,2020,0
SGS,7/15/2020,7,15,2020,0
SGS,7/16/2020,7,16,2020,0
SGS,7/17/2020,7,17,2020,0
SGS,7/18/2020,7,18,2020,0
SGS,7/19/2020,7,19,2020,0
SGS,7/20/2020,7,20,2020,8.7
SGS,7/21/2020,7,21,2020,0
SGS,7/22/2020,7,22,2020,5.1
SGS,7/23/2020,7,23,2020,0
SGS,7/24/2020,7,24,2020,0.4
SGS,7/25/2020,7,25,2020,0
SGS,7/26/2020,7,26,2020,0
SGS,7/27/2020,7,27,2020,0
SGS,7/28/2020,7,28,2020,0.6
SGS,7/29/2020,7,29,2020,0
SGS,7/30/2020,7,30,2020,0
SGS,7/31/2020,7,31,2020,0
SGS,8/1/2020,8,1,2020,0
SGS,8/2/2020,8,2,2020,0
SGS,8/3/2020,8,3,2020,0
SGS,8/4/2020,8,4,2020,7.7
SGS,8/5/2020,8,5,2020,0
SGS,8/6/2020,8,6,2020,0.4
SGS,8/7/2020,8,7,2020,0
SGS,8/8/2020,8,8,2020,0
SGS,8/9/2020,8,9,2020,0
SGS,8/10/2020,8,10,2020,0
SGS,8/11/2020,8,11,2020,0
SGS,8/12/2020,8,12,2020,0
SGS,8/13/2020,8,13,2020,0
SGS,8/14/2020,8,14,2020,0
SGS,8/15/2020,8,15,2020,0
SGS,8/16/2020,8,16,2020,0
SGS,8/17/2020,8,17,2020,0
SGS,8/18/2020,8,18,2020,0
SGS,8/19/2020,8,19,2020,0
SGS,8/20/2020,8,20,2020,0
SGS,8/21/2020,8,21,2020,0
SGS,8/22/2020,8,22,2020,0
SGS,8/23/2020,8,23,2020,0
SGS,8/24/2020,8,24,2020,0
SGS,8/25/2020,8,25,2020,0
SGS,8/26/2020,8,26,2020,0
SGS,8/27/2020,8,27,2020,0
SGS,8/28/2020,8,28,2020,0
SGS,8/29/2020,8,29,2020,0
SGS,8/30/2020,8,30,2020,0
SGS,8/31/2020,8,31,2020,0
SGS,9/1/2020,9,1,2020,0
SGS,9/2/2020,9,2,2020,0
SGS,9/3/2020,9,3,2020,0
SGS,9/4/2020,9,4,2020,0
SGS,9/5/2020,9,5,2020,0
SGS,9/6/2020,9,6,2020,0
SGS,9/7/2020,9,7,2020,0.4
SGS,9/8/2020,9,8,2020,8.4
SGS,9/9/2020,9,9,2020,0.4
SGS,9/10/2020,9,10,2020,0
SGS,9/11/2020,9,11,2020,0.6
SGS,9/12/2020,9,12,2020,0
SGS,9/13/2020,9,13,2020,0
SGS,9/14/2020,9,14,2020,0
SGS,9/15/2020,9,15,2020,0
SGS,4/1/2021,4,1,2021,0
SGS,4/2/2021,4,2,2021,0
SGS,4/3/2021,4,3,2021,0
SGS,4/4/2021,4,4,2021,0
SGS,4/5/2021,4,5,2021,0
SGS,4/6/2021,4,6,2021,1.8
SGS,4/7/2021,4,7,2021,0
SGS,4/8/2021,4,8,2021,0
SGS,4/9/2021,4,9,2021,0
SGS,4/10/2021,4,10,2021,0
SGS,4/11/2021,4,11,2021,0
SGS,4/12/2021,4,12,2021,0
SGS,4/13/2021,4,13,2021,0
SGS,4/14/2021,4,14,2021,0.7
SGS,4/15/2021,4,15,2021,8.6
SGS,4/16/2021,4,16,2021,0.6
SGS,4/17/2021,4,17,2021,0
SGS,4/18/2021,4,18,2021,0
SGS,4/19/2021,4,19,2021,4.4
SGS,4/20/2021,4,20,2021,0
SGS,4/21/2021,4,21,2021,1.8
SGS,4/22/2021,4,22,2021,0
SGS,4/23/2021,4,23,2021,1.4
SGS,4/24/2021,4,24,2021,0
SGS,4/25/2021,4,25,2021,0
SGS,4/26/2021,4,26,2021,0
SGS,4/27/2021,4,27,2021,42.8
SGS,4/28/2021,4,28,2021,1.1
SGS,4/29/2021,4,29,2021,0
SGS,4/30/2021,4,30,2021,0
SGS,5/1/2021,5,1,2021,0
SGS,5/2/2021,5,2,2021,2
SGS,5/3/2021,5,3,2021,8.3
SGS,5/4/2021,5,4,2021,2.9
SGS,5/5/2021,5,5,2021,0
SGS,5/6/2021,5,6,2021,0
SGS,5/7/2021,5,7,2021,0
SGS,5/8/2021,5,8,2021,0
SGS,5/9/2021,5,9,2021,3.7
SGS,5/10/2021,5,10,2021,25.8
SGS,5/11/2021,5,11,2021,7.8
SGS,5/12/2021,5,12,2021,0.3
SGS,5/13/2021,5,13,2021,0
SGS,5/14/2021,5,14,2021,0.6
SGS,5/15/2021,5,15,2021,1.5
SGS,5/16/2021,5,16,2021,0
SGS,5/17/2021,5,17,2021,5.3
SGS,5/18/2021,5,18,2021,0
SGS,5/19/2021,5,19,2021,0
SGS,5/20/2021,5,20,2021,0
SGS,5/21/2021,5,21,2021,0
SGS,5/22/2021,5,22,2021,0
SGS,5/23/2021,5,23,2021,7.4
SGS,5/24/2021,5,24,2021,0
SGS,5/25/2021,5,25,2021,0
SGS,5/26/2021,5,26,2021,0
SGS,5/27/2021,5,27,2021,0
SGS,5/28/2021,5,28,2021,0
SGS,5/29/2021,5,29,2021,0
SGS,5/30/2021,5,30,2021,9.4
SGS,5/31/2021,5,31,2021,0
SGS,6/1/2021,6,1,2021,1.2
SGS,6/2/2021,6,2,2021,0
SGS,6/3/2021,6,3,2021,0
SGS,6/4/2021,6,4,2021,0
SGS,6/5/2021,6,5,2021,0
SGS,6/6/2021,6,6,2021,3
SGS,6/7/2021,6,7,2021,17.7
SGS,6/8/2021,6,8,2021,0
SGS,6/9/2021,6,9,2021,0
SGS,6/10/2021,6,10,2021,0
SGS,6/11/2021,6,11,2021,0
SGS,6/12/2021,6,12,2021,0
SGS,6/13/2021,6,13,2021,0
SGS,6/14/2021,6,14,2021,0
SGS,6/15/2021,6,15,2021,0
SGS,6/16/2021,6,16,2021,0
SGS,6/17/2021,6,17,2021,0
SGS,6/18/2021,6,18,2021,0
SGS,6/19/2021,6,19,2021,2.5
SGS,6/20/2021,6,20,2021,0
SGS,6/21/2021,6,21,2021,0
SGS,6/22/2021,6,22,2021,0
SGS,6/23/2021,6,23,2021,0
SGS,6/24/2021,6,24,2021,21.7
SGS,6/25/2021,6,25,2021,0
SGS,6/26/2021,6,26,2021,0
SGS,6/27/2021,6,27,2021,0
SGS,6/28/2021,6,28,2021,0.9
SGS,6/29/2021,6,29,2021,0
SGS,6/30/2021,6,30,2021,17.2
SGS,7/1/2021,7,1,2021,22.3
SGS,7/2/2021,7,2,2021,0
SGS,7/3/2021,7,3,2021,0
SGS,7/4/2021,7,4,2021,0
SGS,7/5/2021,7,5,2021,0
SGS,7/6/2021,7,6,2021,0
SGS,7/7/2021,7,7,2021,0
SGS,7/8/2021,7,8,2021,0
SGS,7/9/2021,7,9,2021,0
SGS,7/10/2021,7,10,2021,0
SGS,7/11/2021,7,11,2021,0
SGS,7/12/2021,7,12,2021,0
SGS,7/13/2021,7,13,2021,0
SGS,7/14/2021,7,14,2021,0.5
SGS,7/15/2021,7,15,2021,0
SGS,7/16/2021,7,16,2021,23.3
SGS,7/17/2021,7,17,2021,0.6
SGS,7/18/2021,7,18,2021,0
SGS,7/19/2021,7,19,2021,0
SGS,7/20/2021,7,20,2021,0
SGS,7/21/2021,7,21,2021,0
SGS,7/22/2021,7,22,2021,0
SGS,7/23/2021,7,23,2021,0
SGS,7/24/2021,7,24,2021,0
SGS,7/25/2021,7,25,2021,0
SGS,7/26/2021,7,26,2021,0
SGS,7/27/2021,7,27,2021,0
SGS,7/28/2021,7,28,2021,0
SGS,7/29/2021,7,29,2021,0
SGS,7/30/2021,7,30,2021,0
SGS,7/31/2021,7,31,2021,1
SGS,8/1/2021,8,1,2021,0
SGS,8/2/2021,8,2,2021,0
SGS,8/3/2021,8,3,2021,0
SGS,8/4/2021,8,4,2021,1.1
SGS,8/5/2021,8,5,2021,0.4
SGS,8/6/2021,8,6,2021,1.7
SGS,8/7/2021,8,7,2021,0
SGS,8/8/2021,8,8,2021,0
SGS,8/9/2021,8,9,2021,0
SGS,8/10/2021,8,10,2021,0
SGS,8/11/2021,8,11,2021,0
SGS,8/12/2021,8,12,2021,0
SGS,8/13/2021,8,13,2021,0
SGS,8/14/2021,8,14,2021,0
SGS,8/15/2021,8,15,2021,0
SGS,8/16/2021,8,16,2021,0
SGS,8/17/2021,8,17,2021,0
SGS,8/18/2021,8,18,2021,0
SGS,8/19/2021,8,19,2021,0.8
SGS,8/20/2021,8,20,2021,9.4
SGS,8/21/2021,8,21,2021,0
SGS,8/22/2021,8,22,2021,0
SGS,8/23/2021,8,23,2021,0
SGS,8/24/2021,8,24,2021,0
SGS,8/25/2021,8,25,2021,0
SGS,8/26/2021,8,26,2021,4.5
SGS,8/27/2021,8,27,2021,3.7
SGS,8/28/2021,8,28,2021,0
SGS,8/29/2021,8,29,2021,0
SGS,8/30/2021,8,30,2021,0
SGS,8/31/2021,8,31,2021,0
SGS,9/1/2021,9,1,2021,0.3
SGS,9/2/2021,9,2,2021,0
SGS,9/3/2021,9,3,2021,8.7
SGS,9/4/2021,9,4,2021,0
SGS,9/5/2021,9,5,2021,0
SGS,9/6/2021,9,6,2021,0
SGS,9/7/2021,9,7,2021,0
SGS,9/8/2021,9,8,2021,0
SGS,9/9/2021,9,9,2021,0
SGS,9/10/2021,9,10,2021,0
SGS,9/11/2021,9,11,2021,0
SGS,9/12/2021,9,12,2021,0.3
SGS,9/13/2021,9,13,2021,3.5
SGS,9/14/2021,9,14,2021,0
SGS,9/15/2021,9,15,2021,0
KNZ,4/1/2014,4,1,2014,0
KNZ,4/2/2014,4,2,2014,20.6
KNZ,4/3/2014,4,3,2014,0
KNZ,4/4/2014,4,4,2014,0
KNZ,4/5/2014,4,5,2014,0
KNZ,4/6/2014,4,6,2014,0.3
KNZ,4/7/2014,4,7,2014,0
KNZ,4/8/2014,4,8,2014,0
KNZ,4/9/2014,4,9,2014,0
KNZ,4/10/2014,4,10,2014,0
KNZ,4/11/2014,4,11,2014,0
KNZ,4/12/2014,4,12,2014,0
KNZ,4/13/2014,4,13,2014,4.3
KNZ,4/14/2014,4,14,2014,0.3
