Site,Date,Month,Day,Year,ambient_precip
KNZ,4/15/2014,4,15,2014,0
KNZ,4/16/2014,4,16,2014,0
KNZ,4/17/2014,4,17,2014,0
KNZ,4/18/2014,4,18,2014,0
KNZ,4/19/2014,4,19,2014,0
KNZ,4/20/2014,4,20,2014,0
KNZ,4/21/2014,4,21,2014,0.3
KNZ,4/22/2014,4,22,2014,0
KNZ,4/23/2014,4,23,2014,0
KNZ,4/24/2014,4,24,2014,22.9
KNZ,4/25/2014,4,25,2014,0
KNZ,4/26/2014,4,26,2014,0
KNZ,4/27/2014,4,27,2014,73.4
KNZ,4/28/2014,4,28,2014,0.3
KNZ,4/29/2014,4,29,2014,8.9
KNZ,4/30/2014,4,30,2014,0
KNZ,5/1/2014,5,1,2014,0
KNZ,5/2/2014,5,2,2014,0
KNZ,5/3/2014,5,3,2014,0
KNZ,5/4/2014,5,4,2014,0
KNZ,5/5/2014,5,5,2014,0
KNZ,5/6/2014,5,6,2014,0
KNZ,5/7/2014,5,7,2014,0.3
KNZ,5/8/2014,5,8,2014,0
KNZ,5/9/2014,5,9,2014,0
KNZ,5/10/2014,5,10,2014,0
KNZ,5/11/2014,5,11,2014,0
KNZ,5/12/2014,5,12,2014,9.9
KNZ,5/13/2014,5,13,2014,0
KNZ,5/14/2014,5,14,2014,0
KNZ,5/15/2014,5,15,2014,0
KNZ,5/16/2014,5,16,2014,3
KNZ,5/17/2014,5,17,2014,0
KNZ,5/18/2014,5,18,2014,0
KNZ,5/19/2014,5,19,2014,0
KNZ,5/20/2014,5,20,2014,0
KNZ,5/21/2014,5,21,2014,0
KNZ,5/22/2014,5,22,2014,7.9
KNZ,5/23/2014,5,23,2014,11.4
KNZ,5/24/2014,5,24,2014,2.5
KNZ,5/25/2014,5,25,2014,0
KNZ,5/26/2014,5,26,2014,0
KNZ,5/27/2014,5,27,2014,0
KNZ,5/28/2014,5,28,2014,0
KNZ,5/29/2014,5,29,2014,0
KNZ,5/30/2014,5,30,2014,0
KNZ,5/31/2014,5,31,2014,0
KNZ,6/1/2014,6,1,2014,31.2
KNZ,6/2/2014,6,2,2014,0.3
KNZ,6/3/2014,6,3,2014,0
KNZ,6/4/2014,6,4,2014,0
KNZ,6/5/2014,6,5,2014,22.6
KNZ,6/6/2014,6,6,2014,0
KNZ,6/7/2014,6,7,2014,9.7
KNZ,6/8/2014,6,8,2014,0
KNZ,6/9/2014,6,9,2014,59.2
KNZ,6/10/2014,6,10,2014,1.3
KNZ,6/11/2014,6,11,2014,0
KNZ,6/12/2014,6,12,2014,13.7
KNZ,6/13/2014,6,13,2014,0
KNZ,6/14/2014,6,14,2014,0
KNZ,6/15/2014,6,15,2014,26.4
KNZ,6/16/2014,6,16,2014,0
KNZ,6/17/2014,6,17,2014,0
KNZ,6/18/2014,6,18,2014,0
KNZ,6/19/2014,6,19,2014,5.1
KNZ,6/20/2014,6,20,2014,0
KNZ,6/21/2014,6,21,2014,0
KNZ,6/22/2014,6,22,2014,1.3
KNZ,6/23/2014,6,23,2014,0
KNZ,6/24/2014,6,24,2014,0
KNZ,6/25/2014,6,25,2014,0
KNZ,6/26/2014,6,26,2014,0
KNZ,6/27/2014,6,27,2014,0
KNZ,6/28/2014,6,28,2014,11.43
KNZ,6/29/2014,6,29,2014,0
KNZ,6/30/2014,6,30,2014,0
KNZ,7/1/2014,7,1,2014,0
KNZ,7/2/2014,7,2,2014,0
KNZ,7/3/2014,7,3,2014,0
KNZ,7/4/2014,7,4,2014,0
KNZ,7/5/2014,7,5,2014,0
KNZ,7/6/2014,7,6,2014,0
KNZ,7/7/2014,7,7,2014,3.302
KNZ,7/8/2014,7,8,2014,4.318
KNZ,7/9/2014,7,9,2014,0
KNZ,7/10/2014,7,10,2014,3.302
KNZ,7/11/2014,7,11,2014,0
KNZ,7/12/2014,7,12,2014,0
KNZ,7/13/2014,7,13,2014,2.54
KNZ,7/14/2014,7,14,2014,0
KNZ,7/15/2014,7,15,2014,0
KNZ,7/16/2014,7,16,2014,0
KNZ,7/17/2014,7,17,2014,0
KNZ,7/18/2014,7,18,2014,0
KNZ,7/19/2014,7,19,2014,0
KNZ,7/20/2014,7,20,2014,0
KNZ,7/21/2014,7,21,2014,0
KNZ,7/22/2014,7,22,2014,0
KNZ,7/23/2014,7,23,2014,0
KNZ,7/24/2014,7,24,2014,0
KNZ,7/25/2014,7,25,2014,0
KNZ,7/26/2014,7,26,2014,0
KNZ,7/27/2014,7,27,2014,0
KNZ,7/28/2014,7,28,2014,0
KNZ,7/29/2014,7,29,2014,0
KNZ,7/30/2014,7,30,2014,7.366
KNZ,7/31/2014,7,31,2014,0
KNZ,8/1/2014,8,1,2014,0
KNZ,8/2/2014,8,2,2014,0
KNZ,8/3/2014,8,3,2014,0
KNZ,8/4/2014,8,4,2014,0
KNZ,8/5/2014,8,5,2014,0
KNZ,8/6/2014,8,6,2014,1.524
KNZ,8/7/2014,8,7,2014,0
KNZ,8/8/2014,8,8,2014,2.286
KNZ,8/9/2014,8,9,2014,0
KNZ,8/10/2014,8,10,2014,23.114
KNZ,8/11/2014,8,11,2014,0
KNZ,8/12/2014,8,12,2014,0
KNZ,8/13/2014,8,13,2014,0
KNZ,8/14/2014,8,14,2014,0
KNZ,8/15/2014,8,15,2014,3.556
KNZ,8/16/2014,8,16,2014,0
KNZ,8/17/2014,8,17,2014,0
KNZ,8/18/2014,8,18,2014,3.81
KNZ,8/19/2014,8,19,2014,4.064
KNZ,8/20/2014,8,20,2014,0
KNZ,8/21/2014,8,21,2014,0
KNZ,8/22/2014,8,22,2014,0
KNZ,8/23/2014,8,23,2014,0
KNZ,8/24/2014,8,24,2014,0
KNZ,8/25/2014,8,25,2014,0
KNZ,8/26/2014,8,26,2014,8.636
KNZ,8/27/2014,8,27,2014,0
KNZ,8/28/2014,8,28,2014,1.27
KNZ,8/29/2014,8,29,2014,1.27
KNZ,8/30/2014,8,30,2014,0
KNZ,8/31/2014,8,31,2014,28.954
KNZ,9/1/2014,9,1,2014,12.7
KNZ,9/2/2014,9,2,2014,0
KNZ,9/3/2014,9,3,2014,0
KNZ,9/4/2014,9,4,2014,0
KNZ,9/5/2014,9,5,2014,3.556
KNZ,9/6/2014,9,6,2014,0
KNZ,9/7/2014,9,7,2014,0
KNZ,9/8/2014,9,8,2014,0
KNZ,9/9/2014,9,9,2014,0
KNZ,9/10/2014,9,10,2014,9.906
KNZ,9/11/2014,9,11,2014,0
KNZ,9/12/2014,9,12,2014,2.032
KNZ,9/13/2014,9,13,2014,0
KNZ,9/14/2014,9,14,2014,0
KNZ,9/15/2014,9,15,2014,0
KNZ,4/1/2015,4,1,2015,0
KNZ,4/2/2015,4,2,2015,24.6
KNZ,4/3/2015,4,3,2015,3.8
KNZ,4/4/2015,4,4,2015,0
KNZ,4/5/2015,4,5,2015,0
KNZ,4/6/2015,4,6,2015,0
KNZ,4/7/2015,4,7,2015,0.3
KNZ,4/8/2015,4,8,2015,0.5
KNZ,4/9/2015,4,9,2015,0.3
KNZ,4/10/2015,4,10,2015,0
KNZ,4/11/2015,4,11,2015,0
KNZ,4/12/2015,4,12,2015,2.5
KNZ,4/13/2015,4,13,2015,1
KNZ,4/14/2015,4,14,2015,0
KNZ,4/15/2015,4,15,2015,0
KNZ,4/16/2015,4,16,2015,0.5
KNZ,4/17/2015,4,17,2015,0
KNZ,4/18/2015,4,18,2015,9.9
KNZ,4/19/2015,4,19,2015,10.9
KNZ,4/20/2015,4,20,2015,0
KNZ,4/21/2015,4,21,2015,0
KNZ,4/22/2015,4,22,2015,0
KNZ,4/23/2015,4,23,2015,0
KNZ,4/24/2015,4,24,2015,10.9
KNZ,4/25/2015,4,25,2015,7.1
KNZ,4/26/2015,4,26,2015,0
KNZ,4/27/2015,4,27,2015,0
KNZ,4/28/2015,4,28,2015,0
KNZ,4/29/2015,4,29,2015,0
KNZ,4/30/2015,4,30,2015,0
KNZ,5/1/2015,5,1,2015,0
KNZ,5/2/2015,5,2,2015,0
KNZ,5/3/2015,5,3,2015,0.5
KNZ,5/4/2015,5,4,2015,46.7
KNZ,5/5/2015,5,5,2015,2
KNZ,5/6/2015,5,6,2015,11.7
KNZ,5/7/2015,5,7,2015,7.1
KNZ,5/8/2015,5,8,2015,0
KNZ,5/9/2015,5,9,2015,8.9
KNZ,5/10/2015,5,10,2015,19.8
KNZ,5/11/2015,5,11,2015,0
KNZ,5/12/2015,5,12,2015,0
KNZ,5/13/2015,5,13,2015,8.4
KNZ,5/14/2015,5,14,2015,6.1
KNZ,5/15/2015,5,15,2015,6.6
KNZ,5/16/2015,5,16,2015,19.8
KNZ,5/17/2015,5,17,2015,0
KNZ,5/18/2015,5,18,2015,0
KNZ,5/19/2015,5,19,2015,1.3
KNZ,5/20/2015,5,20,2015,17.3
KNZ,5/21/2015,5,21,2015,0
KNZ,5/22/2015,5,22,2015,0
KNZ,5/23/2015,5,23,2015,25.1
KNZ,5/24/2015,5,24,2015,0.8
KNZ,5/25/2015,5,25,2015,16.5
KNZ,5/26/2015,5,26,2015,1.5
KNZ,5/27/2015,5,27,2015,0
KNZ,5/28/2015,5,28,2015,23.1
KNZ,5/29/2015,5,29,2015,4.8
KNZ,5/30/2015,5,30,2015,0
KNZ,5/31/2015,5,31,2015,0
KNZ,6/1/2015,6,1,2015,0
KNZ,6/2/2015,6,2,2015,1.5
KNZ,6/3/2015,6,3,2015,0.5
KNZ,6/4/2015,6,4,2015,8.1
KNZ,6/5/2015,6,5,2015,31
KNZ,6/6/2015,6,6,2015,0
KNZ,6/7/2015,6,7,2015,0
KNZ,6/8/2015,6,8,2015,0
KNZ,6/9/2015,6,9,2015,0
KNZ,6/10/2015,6,10,2015,0
KNZ,6/11/2015,6,11,2015,25.7
KNZ,6/12/2015,6,12,2015,6.4
KNZ,6/13/2015,6,13,2015,4.8
KNZ,6/14/2015,6,14,2015,14.5
KNZ,6/15/2015,6,15,2015,10.4
KNZ,6/16/2015,6,16,2015,0
KNZ,6/17/2015,6,17,2015,0
KNZ,6/18/2015,6,18,2015,0
KNZ,6/19/2015,6,19,2015,0
KNZ,6/20/2015,6,20,2015,0
KNZ,6/21/2015,6,21,2015,0
KNZ,6/22/2015,6,22,2015,0
KNZ,6/23/2015,6,23,2015,0
KNZ,6/24/2015,6,24,2015,0
KNZ,6/25/2015,6,25,2015,3.6
KNZ,6/26/2015,6,26,2015,16
KNZ,6/27/2015,6,27,2015,0
KNZ,6/28/2015,6,28,2015,0
KNZ,6/29/2015,6,29,2015,0
KNZ,6/30/2015,6,30,2015,0
KNZ,7/1/2015,7,1,2015,0
KNZ,7/2/2015,7,2,2015,18
KNZ,7/3/2015,7,3,2015,1
KNZ,7/4/2015,7,4,2015,0
KNZ,7/5/2015,7,5,2015,0
KNZ,7/6/2015,7,6,2015,76.2
KNZ,7/7/2015,7,7,2015,0
KNZ,7/8/2015,7,8,2015,0
KNZ,7/9/2015,7,9,2015,0
KNZ,7/10/2015,7,10,2015,7.1
KNZ,7/11/2015,7,11,2015,0
KNZ,7/12/2015,7,12,2015,0
KNZ,7/13/2015,7,13,2015,0
KNZ,7/14/2015,7,14,2015,0
KNZ,7/15/2015,7,15,2015,14
KNZ,7/16/2015,7,16,2015,0
KNZ,7/17/2015,7,17,2015,0
KNZ,7/18/2015,7,18,2015,0.3
KNZ,7/19/2015,7,19,2015,10.7
KNZ,7/20/2015,7,20,2015,1.3
KNZ,7/21/2015,7,21,2015,0
KNZ,7/22/2015,7,22,2015,0
KNZ,7/23/2015,7,23,2015,0
KNZ,7/24/2015,7,24,2015,0.5
KNZ,7/25/2015,7,25,2015,0
KNZ,7/26/2015,7,26,2015,3
KNZ,7/27/2015,7,27,2015,1.5
KNZ,7/28/2015,7,28,2015,0
KNZ,7/29/2015,7,29,2015,13.7
KNZ,7/30/2015,7,30,2015,0
KNZ,7/31/2015,7,31,2015,0
KNZ,8/1/2015,8,1,2015,0
KNZ,8/2/2015,8,2,2015,0
KNZ,8/3/2015,8,3,2015,0
KNZ,8/4/2015,8,4,2015,4.6
KNZ,8/5/2015,8,5,2015,5.3
KNZ,8/6/2015,8,6,2015,0
KNZ,8/7/2015,8,7,2015,0
KNZ,8/8/2015,8,8,2015,33
KNZ,8/9/2015,8,9,2015,1
KNZ,8/10/2015,8,10,2015,0
KNZ,8/11/2015,8,11,2015,0
KNZ,8/12/2015,8,12,2015,0
KNZ,8/13/2015,8,13,2015,0
KNZ,8/14/2015,8,14,2015,0
KNZ,8/15/2015,8,15,2015,0
KNZ,8/16/2015,8,16,2015,0
KNZ,8/17/2015,8,17,2015,0
KNZ,8/18/2015,8,18,2015,14.7
KNZ,8/19/2015,8,19,2015,0
KNZ,8/20/2015,8,20,2015,0
KNZ,8/21/2015,8,21,2015,0
KNZ,8/22/2015,8,22,2015,2.3
KNZ,8/23/2015,8,23,2015,9.1
KNZ,8/24/2015,8,24,2015,0
KNZ,8/25/2015,8,25,2015,0
KNZ,8/26/2015,8,26,2015,0
KNZ,8/27/2015,8,27,2015,0
KNZ,8/28/2015,8,28,2015,14
KNZ,8/29/2015,8,29,2015,0
KNZ,8/30/2015,8,30,2015,0
KNZ,8/31/2015,8,31,2015,0
KNZ,9/1/2015,9,1,2015,0
KNZ,9/2/2015,9,2,2015,0
KNZ,9/3/2015,9,3,2015,0
KNZ,9/4/2015,9,4,2015,0
KNZ,9/5/2015,9,5,2015,0
KNZ,9/6/2015,9,6,2015,0
KNZ,9/7/2015,9,7,2015,20.6
KNZ,9/8/2015,9,8,2015,0
KNZ,9/9/2015,9,9,2015,0
KNZ,9/10/2015,9,10,2015,50.8
KNZ,9/11/2015,9,11,2015,0
KNZ,9/12/2015,9,12,2015,0.3
KNZ,9/13/2015,9,13,2015,0
KNZ,9/14/2015,9,14,2015,0
KNZ,9/15/2015,9,15,2015,0
KNZ,4/1/2016,4,1,2016,0
KNZ,4/2/2016,4,2,2016,0
KNZ,4/3/2016,4,3,2016,0
KNZ,4/4/2016,4,4,2016,0
KNZ,4/5/2016,4,5,2016,0
KNZ,4/6/2016,4,6,2016,4.5
KNZ,4/7/2016,4,7,2016,0
KNZ,4/8/2016,4,8,2016,0
KNZ,4/9/2016,4,9,2016,0
KNZ,4/10/2016,4,10,2016,0
KNZ,4/11/2016,4,11,2016,0
KNZ,4/12/2016,4,12,2016,0
KNZ,4/13/2016,4,13,2016,0
KNZ,4/14/2016,4,14,2016,0
KNZ,4/15/2016,4,15,2016,0
KNZ,4/16/2016,4,16,2016,0
KNZ,4/17/2016,4,17,2016,7.5
KNZ,4/18/2016,4,18,2016,13
KNZ,4/19/2016,4,19,2016,1
KNZ,4/20/2016,4,20,2016,31.5
KNZ,4/21/2016,4,21,2016,0
KNZ,4/22/2016,4,22,2016,0
KNZ,4/23/2016,4,23,2016,0
KNZ,4/24/2016,4,24,2016,0
KNZ,4/25/2016,4,25,2016,57
KNZ,4/26/2016,4,26,2016,75.2
KNZ,4/27/2016,4,27,2016,6.8
KNZ,4/28/2016,4,28,2016,0
KNZ,4/29/2016,4,29,2016,10.7
KNZ,4/30/2016,4,30,2016,7.4
KNZ,5/1/2016,5,1,2016,0
KNZ,5/2/2016,5,2,2016,0
KNZ,5/3/2016,5,3,2016,1.5
KNZ,5/4/2016,5,4,2016,0.7
KNZ,5/5/2016,5,5,2016,0.8
KNZ,5/6/2016,5,6,2016,0
KNZ,5/7/2016,5,7,2016,0
KNZ,5/8/2016,5,8,2016,0.7
KNZ,5/9/2016,5,9,2016,3.7
KNZ,5/10/2016,5,10,2016,1.6
KNZ,5/11/2016,5,11,2016,4.3
KNZ,5/12/2016,5,12,2016,0
KNZ,5/13/2016,5,13,2016,0
KNZ,5/14/2016,5,14,2016,0
KNZ,5/15/2016,5,15,2016,1.4
KNZ,5/16/2016,5,16,2016,13
KNZ,5/17/2016,5,17,2016,1
KNZ,5/18/2016,5,18,2016,0
KNZ,5/19/2016,5,19,2016,0
KNZ,5/20/2016,5,20,2016,0
KNZ,5/21/2016,5,21,2016,0
KNZ,5/22/2016,5,22,2016,0
KNZ,5/23/2016,5,23,2016,2.8
KNZ,5/24/2016,5,24,2016,30
KNZ,5/25/2016,5,25,2016,28.9
KNZ,5/26/2016,5,26,2016,45.8
KNZ,5/27/2016,5,27,2016,20
KNZ,5/28/2016,5,28,2016,5
KNZ,5/29/2016,5,29,2016,1
KNZ,5/30/2016,5,30,2016,0
KNZ,5/31/2016,5,31,2016,0
KNZ,6/1/2016,6,1,2016,0
KNZ,6/2/2016,6,2,2016,0
KNZ,6/3/2016,6,3,2016,0
KNZ,6/4/2016,6,4,2016,1.6
KNZ,6/5/2016,6,5,2016,0
KNZ,6/6/2016,6,6,2016,0
KNZ,6/7/2016,6,7,2016,0
KNZ,6/8/2016,6,8,2016,0
KNZ,6/9/2016,6,9,2016,0
KNZ,6/10/2016,6,10,2016,0
KNZ,6/11/2016,6,11,2016,0
KNZ,6/12/2016,6,12,2016,0
KNZ,6/13/2016,6,13,2016,0
KNZ,6/14/2016,6,14,2016,8.3
KNZ,6/15/2016,6,15,2016,0
KNZ,6/16/2016,6,16,2016,0
KNZ,6/17/2016,6,17,2016,0
KNZ,6/18/2016,6,18,2016,5
KNZ,6/19/2016,6,19,2016,0
KNZ,6/20/2016,6,20,2016,0
KNZ,6/21/2016,6,21,2016,0
KNZ,6/22/2016,6,22,2016,0
KNZ,6/23/2016,6,23,2016,0
KNZ,6/24/2016,6,24,2016,2
KNZ,6/25/2016,6,25,2016,0
KNZ,6/26/2016,6,26,2016,0
KNZ,6/27/2016,6,27,2016,0
KNZ,6/28/2016,6,28,2016,13
KNZ,6/29/2016,6,29,2016,0
KNZ,6/30/2016,6,30,2016,0
KNZ,7/1/2016,7,1,2016,0
KNZ,7/2/2016,7,2,2016,37
KNZ,7/3/2016,7,3,2016,6.2
KNZ,7/4/2016,7,4,2016,0
KNZ,7/5/2016,7,5,2016,0
KNZ,7/6/2016,7,6,2016,0
KNZ,7/7/2016,7,7,2016,8
KNZ,7/8/2016,7,8,2016,0
KNZ,7/9/2016,7,9,2016,0
KNZ,7/10/2016,7,10,2016,0
KNZ,7/11/2016,7,11,2016,0
KNZ,7/12/2016,7,12,2016,13.2
KNZ,7/13/2016,7,13,2016,15.8
KNZ,7/14/2016,7,14,2016,0
KNZ,7/15/2016,7,15,2016,0
KNZ,7/16/2016,7,16,2016,0
KNZ,7/17/2016,7,17,2016,0
KNZ,7/18/2016,7,18,2016,0
KNZ,7/19/2016,7,19,2016,0
KNZ,7/20/2016,7,20,2016,0
KNZ,7/21/2016,7,21,2016,0
KNZ,7/22/2016,7,22,2016,0
KNZ,7/23/2016,7,23,2016,0
KNZ,7/24/2016,7,24,2016,1.5
KNZ,7/25/2016,7,25,2016,50.4
KNZ,7/26/2016,7,26,2016,0
KNZ,7/27/2016,7,27,2016,0
KNZ,7/28/2016,7,28,2016,31.9
KNZ,7/29/2016,7,29,2016,4.5
KNZ,7/30/2016,7,30,2016,0
KNZ,7/31/2016,7,31,2016,0
KNZ,8/1/2016,8,1,2016,0
KNZ,8/2/2016,8,2,2016,0
KNZ,8/3/2016,8,3,2016,0
KNZ,8/4/2016,8,4,2016,0
KNZ,8/5/2016,8,5,2016,12.9
KNZ,8/6/2016,8,6,2016,20.2
KNZ,8/7/2016,8,7,2016,0
KNZ,8/8/2016,8,8,2016,0
KNZ,8/9/2016,8,9,2016,0
KNZ,8/10/2016,8,10,2016,0
KNZ,8/11/2016,8,11,2016,19.5
KNZ,8/12/2016,8,12,2016,10.5
KNZ,8/13/2016,8,13,2016,0
KNZ,8/14/2016,8,14,2016,0
KNZ,8/15/2016,8,15,2016,0
KNZ,8/16/2016,8,16,2016,0
KNZ,8/17/2016,8,17,2016,0
KNZ,8/18/2016,8,18,2016,0
KNZ,8/19/2016,8,19,2016,29.5
KNZ,8/20/2016,8,20,2016,0
KNZ,8/21/2016,8,21,2016,0
KNZ,8/22/2016,8,22,2016,0
KNZ,8/23/2016,8,23,2016,0
KNZ,8/24/2016,8,24,2016,1.5
KNZ,8/25/2016,8,25,2016,20
KNZ,8/26/2016,8,26,2016,11
KNZ,8/27/2016,8,27,2016,3.5
KNZ,8/28/2016,8,28,2016,0
KNZ,8/29/2016,8,29,2016,3
KNZ,8/30/2016,8,30,2016,0
KNZ,8/31/2016,8,31,2016,0
KNZ,9/1/2016,9,1,2016,0
KNZ,9/2/2016,9,2,2016,0
KNZ,9/3/2016,9,3,2016,0
KNZ,9/4/2016,9,4,2016,0
KNZ,9/5/2016,9,5,2016,0
KNZ,9/6/2016,9,6,2016,0
KNZ,9/7/2016,9,7,2016,0
KNZ,9/8/2016,9,8,2016,0
KNZ,9/9/2016,9,9,2016,0
KNZ,9/10/2016,9,10,2016,0
KNZ,9/11/2016,9,11,2016,0
KNZ,9/12/2016,9,12,2016,0
KNZ,9/13/2016,9,13,2016,28
KNZ,9/14/2016,9,14,2016,28.7
KNZ,9/15/2016,9,15,2016,0
KNZ,4/1/2017,4,1,2017,1
KNZ,4/2/2017,4,2,2017,2.5
KNZ,4/3/2017,4,3,2017,20.6
KNZ,4/4/2017,4,4,2017,0
KNZ,4/5/2017,4,5,2017,0
KNZ,4/6/2017,4,6,2017,0
KNZ,4/7/2017,4,7,2017,0
KNZ,4/8/2017,4,8,2017,0
KNZ,4/9/2017,4,9,2017,0
KNZ,4/10/2017,4,10,2017,0
KNZ,4/11/2017,4,11,2017,0
KNZ,4/12/2017,4,12,2017,0.8
KNZ,4/13/2017,4,13,2017,0
KNZ,4/14/2017,4,14,2017,4.1
KNZ,4/15/2017,4,15,2017,2.8
KNZ,4/16/2017,4,16,2017,5.8
KNZ,4/17/2017,4,17,2017,0
KNZ,4/18/2017,4,18,2017,0
KNZ,4/19/2017,4,19,2017,10.4
KNZ,4/20/2017,4,20,2017,5.6
KNZ,4/21/2017,4,21,2017,1.8
KNZ,4/22/2017,4,22,2017,0
KNZ,4/23/2017,4,23,2017,0
KNZ,4/24/2017,4,24,2017,0
KNZ,4/25/2017,4,25,2017,0
KNZ,4/26/2017,4,26,2017,0
KNZ,4/27/2017,4,27,2017,2.3
KNZ,4/28/2017,4,28,2017,5.6
KNZ,4/29/2017,4,29,2017,13
KNZ,4/30/2017,4,30,2017,18.3
KNZ,5/1/2017,5,1,2017,1
KNZ,5/2/2017,5,2,2017,0
KNZ,5/3/2017,5,3,2017,1.8
KNZ,5/4/2017,5,4,2017,0
KNZ,5/5/2017,5,5,2017,0
KNZ,5/6/2017,5,6,2017,0
KNZ,5/7/2017,5,7,2017,0
KNZ,5/8/2017,5,8,2017,0
KNZ,5/9/2017,5,9,2017,0
KNZ,5/10/2017,5,10,2017,0
KNZ,5/11/2017,5,11,2017,6.1
KNZ,5/12/2017,5,12,2017,0
KNZ,5/13/2017,5,13,2017,0
KNZ,5/14/2017,5,14,2017,0
KNZ,5/15/2017,5,15,2017,0
KNZ,5/16/2017,5,16,2017,0
KNZ,5/17/2017,5,17,2017,0
KNZ,5/18/2017,5,18,2017,15.7
KNZ,5/19/2017,5,19,2017,22.4
KNZ,5/20/2017,5,20,2017,0
KNZ,5/21/2017,5,21,2017,0
KNZ,5/22/2017,5,22,2017,8.4
KNZ,5/23/2017,5,23,2017,1
KNZ,5/24/2017,5,24,2017,0
KNZ,5/25/2017,5,25,2017,1.3
KNZ,5/26/2017,5,26,2017,5.3
KNZ,5/27/2017,5,27,2017,10.7
KNZ,5/28/2017,5,28,2017,0
KNZ,5/29/2017,5,29,2017,0
KNZ,5/30/2017,5,30,2017,0
KNZ,5/31/2017,5,31,2017,10.4
KNZ,6/1/2017,6,1,2017,1.5
KNZ,6/2/2017,6,2,2017,0
KNZ,6/3/2017,6,3,2017,3.6
KNZ,6/4/2017,6,4,2017,0
KNZ,6/5/2017,6,5,2017,0
KNZ,6/6/2017,6,6,2017,0
KNZ,6/7/2017,6,7,2017,0
KNZ,6/8/2017,6,8,2017,0
KNZ,6/9/2017,6,9,2017,0
KNZ,6/10/2017,6,10,2017,0
KNZ,6/11/2017,6,11,2017,0
KNZ,6/12/2017,6,12,2017,0
KNZ,6/13/2017,6,13,2017,0
KNZ,6/14/2017,6,14,2017,0
KNZ,6/15/2017,6,15,2017,0.5
KNZ,6/16/2017,6,16,2017,0
KNZ,6/17/2017,6,17,2017,0
KNZ,6/18/2017,6,18,2017,2.5
KNZ,6/19/2017,6,19,2017,0
KNZ,6/20/2017,6,20,2017,0.8
KNZ,6/21/2017,6,21,2017,0
KNZ,6/22/2017,6,22,2017,0
KNZ,6/23/2017,6,23,2017,0
KNZ,6/24/2017,6,24,2017,0
KNZ,6/25/2017,6,25,2017,2.3
KNZ,6/26/2017,6,26,2017,1.3
KNZ,6/27/2017,6,27,2017,0
KNZ,6/28/2017,6,28,2017,0
KNZ,6/29/2017,6,29,2017,51.6
KNZ,6/30/2017,6,30,2017,11.2
KNZ,7/1/2017,7,1,2017,0
KNZ,7/2/2017,7,2,2017,0
KNZ,7/3/2017,7,3,2017,0
KNZ,7/4/2017,7,4,2017,0
KNZ,7/5/2017,7,5,2017,0
KNZ,7/6/2017,7,6,2017,0
KNZ,7/7/2017,7,7,2017,0
KNZ,7/8/2017,7,8,2017,0
KNZ,7/9/2017,7,9,2017,0
KNZ,7/10/2017,7,10,2017,0
KNZ,7/11/2017,7,11,2017,0
KNZ,7/12/2017,7,12,2017,0
KNZ,7/13/2017,7,13,2017,0.8
KNZ,7/14/2017,7,14,2017,0
KNZ,7/15/2017,7,15,2017,0
KNZ,7/16/2017,7,16,2017,0
KNZ,7/17/2017,7,17,2017,0
KNZ,7/18/2017,7,18,2017,0
KNZ,7/19/2017,7,19,2017,0
KNZ,7/20/2017,7,20,2017,0
KNZ,7/21/2017,7,21,2017,0
KNZ,7/22/2017,7,22,2017,8.1
KNZ,7/23/2017,7,23,2017,0
KNZ,7/24/2017,7,24,2017,0
KNZ,7/25/2017,7,25,2017,0
KNZ,7/26/2017,7,26,2017,22.6
KNZ,7/27/2017,7,27,2017,0
KNZ,7/28/2017,7,28,2017,0
KNZ,7/29/2017,7,29,2017,0
KNZ,7/30/2017,7,30,2017,0
KNZ,7/31/2017,7,31,2017,1.8
KNZ,8/1/2017,8,1,2017,0
KNZ,8/2/2017,8,2,2017,10.9
KNZ,8/3/2017,8,3,2017,16.8
KNZ,8/4/2017,8,4,2017,0
KNZ,8/5/2017,8,5,2017,84.1
KNZ,8/6/2017,8,6,2017,0
KNZ,8/7/2017,8,7,2017,0
KNZ,8/8/2017,8,8,2017,0
KNZ,8/9/2017,8,9,2017,2.3
KNZ,8/10/2017,8,10,2017,0
KNZ,8/11/2017,8,11,2017,14.2
KNZ,8/12/2017,8,12,2017,0
KNZ,8/13/2017,8,13,2017,0
KNZ,8/14/2017,8,14,2017,0
KNZ,8/15/2017,8,15,2017,0
KNZ,8/16/2017,8,16,2017,10.2
KNZ,8/17/2017,8,17,2017,0
KNZ,8/18/2017,8,18,2017,0
KNZ,8/19/2017,8,19,2017,0
KNZ,8/20/2017,8,20,2017,2.5
KNZ,8/21/2017,8,21,2017,5.3
KNZ,8/22/2017,8,22,2017,2.5
KNZ,8/23/2017,8,23,2017,0
KNZ,8/24/2017,8,24,2017,0
KNZ,8/25/2017,8,25,2017,0
KNZ,8/26/2017,8,26,2017,0
KNZ,8/27/2017,8,27,2017,9.9
KNZ,8/28/2017,8,28,2017,0
KNZ,8/29/2017,8,29,2017,0
KNZ,8/30/2017,8,30,2017,0
KNZ,8/31/2017,8,31,2017,0
KNZ,9/1/2017,9,1,2017,0
KNZ,9/2/2017,9,2,2017,0
KNZ,9/3/2017,9,3,2017,0
KNZ,9/4/2017,9,4,2017,0
KNZ,9/5/2017,9,5,2017,0
KNZ,9/6/2017,9,6,2017,0
