"","period","rarity","type","F","Df","Df.res","Pr(>F)"
"1","Drought","Spatial","(Intercept)",0.409800514436302,1,40.270875817422,0.525696498137527
"2","Drought","Spatial","spatial_rarity",2.1484754000392,1,379.498864670684,0.143539583243094
"3","Drought","Spatial","Duration",14.8431008303613,1,380.869546566906,0.000137059944591061
"4","Drought","Spatial","spatial_rarity:Duration",9.91500632770149,1,379.443389402141,0.00176918334074577
"5","Drought","Spatial","(Intercept)1",0.00850926059691851,1,57.2936471727611,0.926824659751311
"6","Drought","Spatial","spatial_rarity1",10.0957618485746,1,394.753787014046,0.00160305915633416
"7","Drought","Spatial","Duration1",5.13505344094887,1,395.908335503112,0.0239865518938146
"8","Drought","Spatial","spatial_rarity:Duration1",0.911106709542444,1,394.752784260129,0.340405082210831
