"","site","species","resp.ratio.site_D","resp.ratio.site_PD","SE.RII_D","SE.RII_PD","persistence.site","mean.ctrl.cov","percrank","absrank","spatial_rarity","temporal_rarity"
"19","CHY","Chenopodium_sp.",1,0.418604651162791,0,0.00966630504870981,0.4,0.0625,0.544554455445545,56,0.455445544554455,0.6
"20","CHY","Circium_ochochrocentrum",0.674418604651163,-0.500000000000001,0.0281956365521864,0.200769472361809,0.3,0.0474999999999999,0.485148514851485,50,0.514851485148515,0.7
"21","CHY","Cirsium_undulatum",0.136363636363636,-0.0215827338129493,0.0218245933027166,0.0199945452678608,1,0.335,0.792079207920792,81,0.207920792079208,0
"22","CHY","Collomia_linearis",-0.499999999999999,0.483870967741935,0.0925707547169811,0.031713627524469,0.6,0.035,0.455445544554455,47,0.544554455445545,0.4
"23","CHY","Comandra_umbellatum",0.112540192926045,0.00487804878048738,0.00715768010270488,0.0056127617702144,1,0.877500000000001,0.881188118811881,90,0.118811881188119,0
"24","CHY","Conyza_canadensis",-0.333333333333333,-4.62592926927148e-16,0.079724002802917,0.0951982132886649,0.3,0.0600000000000002,0.534653465346535,55,0.465346534653465,0.7
"25","CHY","Cymopterus_glomeratus",0.2,-0.333333333333333,0.0403803773584906,0.0383398473850735,0.4,0.08,0.574257425742574,59,0.425742574257426,0.6
"26","CHY","Cymopterus_montanus",NA,0.10344827586207,NA,0.0228768222369083,0.2,0.065,0.554455445544555,57,0.445544554455445,0.8
"27","CHY","Delphinium_geyeri",1,1,0,0,0,0,0,10.5,1,1
"28","CHY","Descurainia_pinnata",-1,1,0,0,0.1,0.00250000000000001,0.257425742574257,27,0.742574257425743,0.9
"29","CHY","Dieteria_canescens",0.647058823529411,-0.125,0.0713237562593946,0.0838426752905148,0.5,0.0524999999999998,0.495049504950495,51.5,0.504950495049505,0.5
"30","CHY","Draba_nemorosa",-1,-0.666666666666667,0,0.0984862584527574,0.3,0.0225,0.405940594059406,42,0.594059405940594,0.7
"31","CHY","Draba_reptans",-0.739130434782609,-0.684210526315789,0.0214101812846599,0.0301986447920112,0.5,0.1425,0.693069306930693,71,0.306930693069307,0.5
"32","CHY","Echinocereus_Escobaria",0.121951219512195,0.0199999999999994,0.0211268117702512,0.0115895473366834,1,0.18,0.732673267326733,75,0.267326732673267,0
"33","CHY","Erigeron_pumilus",0.101639344262295,0.114457831325301,0.0113066262899165,0.0125635231526013,0.7,1.42,0.910891089108911,93,0.0891089108910891,0.3
"34","CHY","Eriogonum_alatum",NA,0.904761904761905,NA,0.0114516877144396,0.2,0.005,0.277227722772277,29,0.722772277227723,0.8
"35","CHY","Eriogonum_effusum",0.246753246753247,0.233333333333334,0.0519328837710749,0.0581835070413797,1,0.1425,0.683168316831683,70,0.316831683168317,0
"36","CHY","Festuca_unknown",NA,1,NA,0,0,0,0,10.5,1,1
"37","CHY","Grindelia_squarrosa",-0.116279069767442,-0.777777777777778,0.0840102390598858,0.0336141919780277,0.5,0.1,0.623762376237624,64,0.376237623762376,0.5
"38","CHY","Gutierrezia_sarothrae",-0.11111111111111,-1,0.0521472892516194,0,0.6,0.0675000000000001,0.564356435643564,58,0.435643564356436,0.4
"39","CHY","Hesperostipa_comata",0.220397579948142,0.227934725390419,0.00261303801357795,0.00313209249115734,1,9.56499999999999,0.96039603960396,98,0.0396039603960396,0
"40","CHY","Heterotheca_villosa",-0.278143949380438,-0.308714918759232,0.00326235297569465,0.00687579170909607,1,8.60750000000001,0.95049504950495,97,0.0495049504950495,0
"41","CHY","Koeleria_macrantha",-0.405433646812957,-0.386224590487468,0.00414187637901007,0.00302646552303355,1,12.33,0.97029702970297,99,0.0297029702970297,0
"42","CHY","Lactuca_serriola",0.0555555555555559,0.52,0.0187677219303316,0.0346620397989949,0.7,0.1,0.633663366336634,65,0.366336633663366,0.3
"43","CHY","Lappula_redowskii",0.05084745762712,0.71875,0.0154458191051447,0.00946288132787352,0.8,0.0949999999999999,0.603960396039604,62,0.396039603960396,0.2
"44","CHY","Lepidium_densiflorum",0.226890756302521,0.875,0.0139408654085796,0.00731501747016333,0.5,0.12,0.653465346534653,67,0.346534653465347,0.5
"45","CHY","Lesquerella_montana",0.00671140939597341,0.0641025641025638,0.00681966908409099,0.00513356885472853,1,1.7225,0.920792079207921,94,0.0792079207920792,0
"46","CHY","Leucocrinum_montanum",-0.199999999999999,-0.414634146341464,0.0502140849444833,0.0508956471100587,0.9,0.1525,0.712871287128713,73,0.287128712871287,0.1
"47","CHY","Liatris_punctata",0.466666666666667,0.48,0.0274943085643296,0.0223082709547738,0.8,0.0524999999999998,0.495049504950495,51.5,0.504950495049505,0.2
"48","CHY","Linaria_dalmatica",0.283185840707965,0.633144475920681,0.00760236750547283,0.00315626045693213,0.7,0.850000000000004,0.871287128712871,89,0.128712871287129,0.3
"49","CHY","Lygodesmia_juncea",0.0973451327433627,-0.247524752475248,0.0121952499479873,0.0107801187253443,1,0.3075,0.782178217821782,80,0.217821782178218,0
"50","CHY","Machaeranthera_pinnatifida",-0.0399999999999999,-0.303030303030303,0.0326010686792454,0.0223948222096992,1,0.18,0.722772277227723,74,0.277227722772277,0
"51","CHY","Machaeranthera_tanacetifolia",-1,-0.75,0,0.0839254868090458,0.3,0.0249999999999999,0.415841584158416,43,0.584158415841584,0.7
"52","CHY","Mertensia_lanceolata",-0.173913043478261,-0.147058823529412,0.00504015993448571,0.00481520452624109,1,0.832499999999999,0.861386138613861,88,0.138613861386139,0
"53","CHY","Mirabilis_linearis",-0.125,0.191489361702127,0.036875214966588,0.0290765856029437,0.9,0.1025,0.643564356435644,66,0.356435643564356,0.1
"54","CHY","Musineon_divaricatum",0.0888888888888889,0.178947368421053,0.0113563904873375,0.0148669747090283,0.9,0.2225,0.762376237623762,78,0.237623762376238,0.1
"55","CHY","Nassella_viridula",-1,-1,0,0,0.2,0.01,0.356435643564356,37,0.643564356435644,0.8
"56","CHY","Oenothera_albicaulis",-1,NA,0,NA,0.1,0.005,0.287128712871287,30,0.712871287128713,0.9
"57","CHY","Oenothera_coronopifolia",0.404255319148937,0.166666666666667,0.0242976600701315,0.0324733234071592,0.8,0.0925000000000001,0.584158415841584,60.5,0.415841584158416,0.2
"58","CHY","Oenothera_sp.",-0.333333333333333,NA,0.118987844121784,NA,0.1,0.015,0.376237623762376,39,0.623762376237624,0.9
"59","CHY","Oenothera_suffrutescens",0.624161073825503,0.425287356321839,0.00575575848326969,0.0108599303472457,0.9,0.14,0.673267326732673,69,0.326732673267327,0.1
"60","CHY","Orobanche_sp.",-0.473684210526316,0.555555555555556,0.0391872241541556,0.090708074743478,0.5,0.04,0.475247524752475,49,0.524752475247525,0.5
"61","CHY","Oxytropis_lambertii",1,NA,0,NA,0,0,0,10.5,1,1
"62","CHY","Paronychia_sp.",1,1,0,0,0,0,0,10.5,1,1
"63","CHY","Pascopyrum_smithii",-0.0436452067067708,0.211973121563836,0.00101750939558008,0.0012891475751904,1,16.1675,0.98019801980198,100,0.0198019801980198,0
"64","CHY","Penstemon_albidus",-0.239766081871345,-0.36,0.00763538104926847,0.0107138186934673,0.9,0.474999999999999,0.821782178217822,84,0.178217821782178,0.1
"65","CHY","Phlox_hoodii",0.776315789473684,0.635514018691589,0.0111805912240634,0.0236556395718844,1,0.145,0.702970297029703,72,0.297029702970297,0
"66","CHY","Picradeniopsis_oppositifolia",NA,NA,NA,NA,0,0,0,10.5,1,1
"67","CHY","Plantago_patagonica",0.0703703703703693,-0.199999999999999,0.0264803034686078,0.0172853855074187,0.9,1.0225,0.891089108910891,91,0.108910891089109,0.1
"68","CHY","Poa_pratensis",1,0.6,0,0.12761407035176,0.1,0.00500000000000002,0.316831683168317,33,0.683168316831683,0.9
"69","CHY","Polygala_verticillata",2.08166817117216e-16,NA,0.499999999999998,NA,0.1,0.0025,0.207920792079208,22,0.792079207920792,0.9
"70","CHY","Potentilla_pensylvanica",-0.0810810810810817,-0.222222222222223,0.0470155536163287,0.0529344464877183,1,0.135,0.663366336633663,68,0.336633663366337,0
"71","CHY","Ratibida_columnifera",NA,1,NA,0,0,0,0,10.5,1,1
"72","CHY","Silene_sp.",NA,-1,NA,0,0.1,0.00250000000000001,0.247524752475248,26,0.752475247524752,0.9
"73","CHY","Sisymbrium_altissimum",0.4,0.5,0.0400452830188678,0.187028894472362,0.3,0.0175,0.396039603960396,41,0.603960396039604,0.7
"74","CHY","Sphaeralcea_coccinea",-0.0642201834862385,-0.00436681222707492,0.00318731043191701,0.00281948650088329,1,1.1,0.900990099009901,92,0.099009900990099,0
"75","CHY","Sporobolus_sp.",NA,-1,NA,0,0.2,0.0275000000000001,0.435643564356436,45,0.564356435643564,0.8
"76","CHY","Taraxacum_officinale",-0.36842105263158,0.245901639344262,0.0242597873591184,0.00970556845750831,0.8,0.2375,0.772277227722772,79,0.227722772277228,0.2
"77","CHY","Tetraneuris_acaulis",0.25,0.230769230769232,0.0738870872641508,0.0335622222937725,0.8,0.0925000000000001,0.584158415841584,60.5,0.415841584158416,0.2
"78","CHY","Townsendia_grandiflora",-1,-1,0,0,0.8,0.0574999999999999,0.514851485148515,53,0.485148514851485,0.2
"79","CHY","Tradescantia_occidentalis",0.333333333333333,-1,0.29567513005668,0,0.2,0.0175,0.386138613861386,40,0.613861386138614,0.8
"80","CHY","Tragopogon_dubius",-0.00371747211895883,-0.187878787878788,0.00584862621292987,0.0108293369512241,0.8,0.5825,0.851485148514851,87,0.148514851485149,0.2
"81","CHY","UK_Fuzzy_Aster",NA,1,NA,0,0,0,0,10.5,1,1
"82","CHY","UK_Tall_Phlox",NA,1,NA,0,0,0,0,10.5,1,1
"83","CHY","UK_onagraceac",NA,-1,NA,0,0.1,0.0075,0.346534653465347,36,0.653465346534653,0.9
"84","CHY","UNKFCHY1",NA,NA,NA,NA,0.1,0.00250000000000002,0.267326732673267,28,0.732673267326733,0.9
"85","CHY","UNKFCHY3",-1,NA,0,NA,0.1,0.0025,0.217821782178218,23,0.782178217821782,0.9
"86","CHY","UNKFCHY4",-1,NA,0,NA,0.1,0.00749999999999999,0.336633663366337,35,0.663366336633663,0.9
"87","CHY","UNKFCHY5",0,NA,0.499999999999998,NA,0.1,0.0025,0.198019801980198,21,0.801980198019802,0.9
"88","CHY","UNKFCHY6",-1.38777878078144e-16,NA,0.499999999999998,NA,0.1,0.0025,0.227722772277228,24,0.772277227722772,0.9
"89","CHY","UNKFCHY7",1,NA,0,NA,0,0,0,10.5,1,1
"90","CHY","UNK_Aster_rosette",NA,-0.111111111111112,NA,0.395821509620959,0.1,0.0125,0.366336633663366,38,0.633663366336634,0.9
"91","CHY","Unknown_Erysimum",NA,-1,NA,0,0.1,0.00500000000000004,0.326732673267327,34,0.673267326732673,0.9
"92","CHY","Unknown_forb",NA,0.500000000000001,NA,0.187028894472362,0.1,0.00250000000000001,0.237623762376238,25,0.762376237623762,0.9
"93","CHY","Unknown_linear_lvs",NA,1,NA,0,0,0,0,10.5,1,1
"94","CHY","Unknown_rosette",NA,1,NA,0,0,0,0,10.5,1,1
"95","CHY","Vulpia_octoflora",0.639111434814275,0.827225130890052,0.00341047484151829,0.0016554180301892,0.8,2.65749999999999,0.930693069306931,95,0.0693069306930693,0.2
"96","CHY","unk_Artemisia_ludoviciana",NA,1,NA,0,0,0,0,10.5,1,1
"97","CHY","unk_Oxytropis_sp.",NA,1,NA,0,0,0,0,10.5,1,1
"98","CHY","unk_Stipa_veridas",NA,1,NA,0,0,0,0,10.5,1,1
"99","CHY","unk_alternate_strong_midvein_hairy_margin",NA,1,NA,0,0,0,0,10.5,1,1
"100","CHY","unk_astragalus_oxytropis",NA,1,NA,0,0,0,0,10.5,1,1
"101","CHY","unknown",NA,1,NA,0,0,0,0,10.5,1,1
"102","CHY","unknown_shiny_alternate",NA,1,NA,0,0,0,0,10.5,1,1
"103","HYS","Achillea_millefolium",0.423076923076923,0.516483516483517,0.0306453689323019,0.0334244366130363,0.9,0.1725,0.716535433070866,92,0.283464566929134,0.1
"104","HYS","Allium_textile",-1,-1,0,0,0.2,0.0075,0.377952755905512,49,0.622047244094488,0.8
"105","HYS","Ambrosia_psilostachya",-0.0808720112517581,0.273144167383204,0.00457502035686266,0.00697793506473575,1,7.09499999999999,0.952755905511811,122,0.047244094488189,0
"106","HYS","Andropogon_gerardii",-0.875,0.8125,0.0173931001867138,0.0415986410936516,0.3,0.0450000000000001,0.606299212598425,78,0.393700787401575,0.7
"107","HYS","Andropogon_ternarius",0.0721003134796232,0.381625441696113,0.0164092205469462,0.00697062040932498,1,2.58,0.905511811023622,116,0.094488188976378,0
"108","HYS","Androsace_occidentalis",1,0.393939393939392,0,0.166940200441037,0.1,0.0249999999999999,0.496062992125984,64,0.503937007874016,0.9
"109","HYS","Aristida_purpurea",0.333103922918101,0.417984636240398,0.00385862200635912,0.00509585602540486,1,4.4,0.937007874015748,120,0.062992125984252,0
"110","HYS","Artemesia_ludoviciana",-0.99609375,-0.903494176372712,1.59354556832167e-05,0.00163517412314017,1,2.965,0.913385826771654,117,0.0866141732283464,0
"111","HYS","Asclepias_asperula",-0.448275862068965,-0.8,0.20414406738734,0.0455035175879399,0.7,0.0949999999999998,0.669291338582677,86,0.330708661417323,0.3
"112","HYS","Asclepias_seedling",NA,-1,NA,0,0.1,0.00250000000000002,0.275590551181102,36,0.724409448818898,0.9
"113","HYS","Asclepias_sp.",1,1,0,0,0.1,0.00750000000000001,0.385826771653543,50.5,0.614173228346457,0.9
"114","HYS","Asclepias_stenophylla",1,1,0,0,0,0,0,16.5,1,1
"115","HYS","Asclepias_tuberosa",NA,1,NA,0,0,0,0,16.5,1,1
"116","HYS","Asclepias_viridis",0.363636363636364,0.428571428571429,0.157122090588203,0.155714013633347,0.5,0.035,0.535433070866142,69,0.464566929133858,0.5
"117","HYS","Aster_ericoides",-0.63,0.0769230769230773,0.0188509433647799,0.0330752885607265,1,0.525000000000001,0.826771653543307,106,0.173228346456693,0
"118","HYS","Aster_oblongifolius",-0.924369747899159,-0.800664451827243,0.00229791514405318,0.00750067355843906,1,1.2675,0.881889763779528,113,0.118110236220472,0
"119","HYS","Astragalus_sp",0.416666666666667,-0.5,0.0680490951840206,0.106766471245115,0.7,0.0424999999999999,0.590551181102362,76,0.409448818897638,0.3
"120","HYS","Astragulus_crassicarpus",-0.64406779661017,-0.6,0.0241489135937754,0.0447106644332773,0.8,0.294999999999999,0.803149606299213,103,0.196850393700787,0.2
"121","HYS","Bouteloua_curtipendula",-0.192221868026777,0.122406015037594,0.00176674909338875,0.00173283838023513,1,28.8375,1,128,0,0
"122","HYS","Bouteloua_dactyloides",0.0634441087613291,0.372859025032938,0.0441806689431619,0.0271547448988115,1,1.675,0.889763779527559,114,0.110236220472441,0
"123","HYS","Bouteloua_gracilis",0.0829074389551392,0.323223813535524,0.0107618092082953,0.0086847962763197,1,8.7475,0.960629921259842,123,0.0393700787401575,0
"124","HYS","Bouteloua_hirsuta",0.492795389048991,0.348754448398576,0.0478143178898127,0.0448665642596558,1,0.86,0.858267716535433,110,0.141732283464567,0
"125","HYS","Bromus_japonicus",0.750297265160523,0.36826119969628,0.00227514295921076,0.00913549830885711,1,4.34250000000002,0.929133858267717,119,0.0708661417322834,0
"126","HYS","Bromus_tectorum",0.333333333333333,NA,0.29567513005668,NA,0.1,0.00250000000000001,0.251968503937008,33,0.748031496062992,0.9
"127","HYS","Calylophus_serrulatus",1,0.933333333333333,0,0.00259365965630621,0.2,0.00999999999999999,0.401574803149606,52,0.598425196850394,0.8
"128","HYS","Carex_brevior",0.888888888888889,0.810810810810811,0.0119780597949193,0.0102679634155842,0.5,0.0225,0.480314960629921,62.5,0.519685039370079,0.5
"129","HYS","Carex_gravida",NA,1,NA,0,0,0,0,16.5,1,1
"130","HYS","Carex_heliophyla",NA,-0.200000000000001,NA,0.357885427135678,0.2,0.00749999999999999,0.362204724409449,47,0.637795275590551,0.8
"131","HYS","Castilleja_purpurea",1,1,0,0,0,0,0,16.5,1,1
"132","HYS","Chaetopappa_ericoides",-0.333333333333333,-1,0.29567513005668,0,0.4,0.0375000000000002,0.543307086614173,70,0.456692913385827,0.6
"133","HYS","Chenopodium_sp.",1,NA,0,NA,0,0,0,16.5,1,1
"134","HYS","Chloris_sp.",NA,0.866666666666667,NA,0.0214437123891061,0.1,0.00250000000000001,0.267716535433071,35,0.732283464566929,0.9
"135","HYS","Cirsium_undulatum",-0.578125,-0.0378006872852235,0.0234653872888793,0.0362131085931917,1,0.7525,0.850393700787402,109,0.149606299212598,0
"136","HYS","Convolvulus_arvensis",NA,-1,NA,0,0.2,0.00500000000000003,0.338582677165354,44,0.661417322834646,0.8
"137","HYS","Conyza_canadensis",0.741496598639457,0.672932330827068,0.00660380110128411,0.00438319165053126,0.7,0.265,0.748031496062992,96,0.251968503937008,0.3
"138","HYS","Croton_sp.",0.666666666666666,0.5,0.092204363692833,0.218435929648243,0.2,0.00500000000000001,0.330708661417323,43,0.669291338582677,0.8
"139","HYS","Cyperus_acuminatus",-4.85722573273505e-16,0.538461538461539,0.499999999999997,0.104580885591081,0.3,0.01,0.409448818897638,53,0.590551181102362,0.7
"140","HYS","Dalea_candida",0,NA,0.500000000000005,NA,0.2,0.01,0.417322834645669,54,0.582677165354331,0.8
"141","HYS","Dalea_purpurea",0.499999999999999,0.379310344827587,0.0670204402515724,0.0591237222930286,0.6,0.0550000000000002,0.622047244094488,80,0.377952755905512,0.4
"142","HYS","Descurainia_pinnata",NA,0.789473684210526,NA,0.0220388164840287,0.1,0.00500000000000005,0.346456692913386,45,0.653543307086614,0.9
"143","HYS","Dicanthelium_oligosanthes",-0.96,-0.981481481481482,0.00206731270440247,0.000168092717102047,0.9,0.924999999999997,0.874015748031496,112,0.125984251968504,0.1
"144","HYS","Draba_reptans",0.932432432432432,0.714285714285715,0.00179182641571718,0.0730683823113905,0.5,0.0424999999999998,0.582677165354331,75,0.417322834645669,0.5
"145","HYS","Echinocereus_Escobaria",1,1,0,0,0,0,0,16.5,1,1
"146","HYS","Erigeron_strigosus",-0.4,-0.793103448275862,0.015194856743536,0.00645337658172549,0.9,0.459999999999999,0.818897637795276,105,0.181102362204724,0.1
"147","HYS","Eriogonum_sp",-1,-0.764705882352941,0,0.0515502405166481,0.5,0.0424999999999997,0.566929133858268,73,0.433070866141732,0.5
"148","HYS","Eryisimum_asperum",0.591836734693877,0.156862745098039,0.0136229917525319,0.0182328391437357,0.9,0.29,0.795275590551181,102,0.204724409448819,0.1
"149","HYS","Erysimum_capitatum",NA,NA,NA,NA,0,0,0,16.5,1,1
"150","HYS","Euphorbia_marginata",0.333333333333333,1,0.0969019333799212,0,0.1,0.0075,0.37007874015748,48,0.62992125984252,0.9
"151","HYS","Euphorbia_sp.",0.673469387755102,0.947686116700201,0.0138816510708423,0.000382865987859765,0.6,0.06,0.637795275590551,82,0.362204724409449,0.4
"152","HYS","Euphorbiadavidii",0.230769230769231,-1,0.112745554643168,0,0.3,0.0250000000000001,0.503937007874016,65,0.496062992125984,0.7
"153","HYS","Gutierrezia_sarothrae",-0.0799396681749627,0.246753246753247,0.0122797930183322,0.011908277889942,1,1.7925,0.89763779527559,115,0.102362204724409,0
"154","HYS","Happlopappus_filiosus",NA,1,NA,0,0,0,0,16.5,1,1
"155","HYS","Hedeoma_hispida",0.482352941176471,0.184466019417476,0.00479921384589076,0.0123302914512872,1,0.2725,0.755905511811024,97,0.244094488188976,0
"156","HYS","Helianthus_annuus",0.870967741935484,0.811320754716981,0.0107260264702416,0.0156168072140362,0.4,0.0225,0.480314960629921,62.5,0.519685039370079,0.6
"157","HYS","Hordeum_pusilum",0.75609756097561,1,0.0271372102737109,0,0.3,0.02,0.47244094488189,61,0.52755905511811,0.7
"158","HYS","Ipomopsis_laxiflora",1,NA,0,NA,0,0,0,16.5,1,1
"159","HYS","Koeleria_macrantha",1,0.399999999999999,0,0.165463316582915,0.2,0.00749999999999998,0.354330708661417,46,0.645669291338583,0.8
"160","HYS","Kuhnia_eupatoroides",0.95049504950495,0.907756813417191,0.000572701222513305,0.00089027169623104,0.9,0.0775,0.661417322834646,85,0.338582677165354,0.1
"161","HYS","Lactuca_serriola",0.929824561403509,-0.125000000000001,0.00416652923701427,0.0593979418577261,0.4,0.0275000000000001,0.52755905511811,68,0.47244094488189,0.6
"162","HYS","Lappula_redowskii",1,NA,0,NA,0,0,0,16.5,1,1
"163","HYS","Lepidium_densiflorum",0.650793650793651,0.222222222222222,0.0346712208541052,0.0424776680230904,0.8,0.105,0.677165354330709,87,0.322834645669291,0.2
"164","HYS","Liatris_punctata",0.333333333333334,-0.0322580645161292,0.0118390019196525,0.0226598599325253,1,0.372499999999999,0.811023622047244,104,0.188976377952756,0
"165","HYS","Linum_rigidum",0.298245614035088,-0.428571428571429,0.0166531522518707,0.115529752050548,0.5,0.0625,0.645669291338583,83,0.354330708661417,0.5
"166","HYS","Lithospermum_incisum",1,1,0,0,0.1,0.00250000000000002,0.283464566929134,37,0.716535433070866,0.9
"167","HYS","Machaeranthera_pinnatifida",-0.0999999999999994,-0.225,0.0619871069182389,0.0377628759029523,1,0.21,0.732283464566929,94,0.267716535433071,0
"168","HYS","Medicago_lupulina",0.193181818181818,0.473684210526315,0.00682414068227016,0.0531505526034113,0.7,0.285,0.779527559055118,100.5,0.220472440944882,0.3
"169","HYS","Melilotus_sp.",0.0769230769230769,-0.27461139896373,0.0686487325385995,0.0206476726063953,1,0.61,0.84251968503937,108,0.15748031496063,0
"170","HYS","Mirabilis_linearis",-1,0.466666666666668,0,0.0298381675179739,0.5,0.04,0.559055118110236,72,0.440944881889764,0.5
"171","HYS","Oenothera_sp",-0.499999999999999,-0.303030303030304,0.186910377358491,0.108159006956148,0.6,0.115000000000001,0.692913385826772,89,0.307086614173228,0.4
"172","HYS","Opuntia_polycantha",-0.333333333333334,-0.137931034482759,0.0437224217838793,0.0348790423036926,1,0.28,0.771653543307087,99,0.228346456692913,0
"173","HYS","Oxalis_stricta",0.0731707317073165,0.0417827298050131,0.013132652000313,0.0235462990252245,1,0.567500000000001,0.834645669291339,107,0.165354330708661,0
"174","HYS","Pascopyrum_smithii",0.303776683087028,0.00852985449071749,0.00340531085688356,0.00367550158050314,1,16.32,0.976377952755906,125,0.0236220472440944,0
"175","HYS","Plantago_patagonica",0.75,-0.499999999999999,0.0544295400943395,0.0614007537688437,0.3,0.0424999999999997,0.574803149606299,74,0.425196850393701,0.7
"176","HYS","Plantago_rhodosperma",1,NA,0,NA,0,0,0,16.5,1,1
"177","HYS","Poa_pratensis",-0.319271332694152,-0.182025894897183,0.0131896300022598,0.0141328442580803,1,5.83,0.94488188976378,121,0.0551181102362205,0
"178","HYS","Polygala_verticillata",-0.529411764705882,-0.499999999999999,0.0409739907238332,0.0648904243439416,0.6,0.065,0.653543307086614,84,0.346456692913386,0.4
"179","HYS","Polygonum_sp.",NA,-1,NA,0,0.1,0.00250000000000002,0.291338582677165,38,0.708661417322835,0.9
